,Character_1,Character_2,Win_Probability
113120,6858,10185,-1
113121,1553,3332,1
113122,8536,1865,-1
113123,10892,1865,-1
113124,60,6858,1
113125,6502,1104,-1
113126,186,466,-1
113127,4713,466,-1
113128,11422,466,-1
113129,7535,646,0
113130,427,2834,-1
113131,427,5368,-1
113132,427,1734,1
113133,6014,1734,1
113134,6014,2524,-1
113135,11844,2524,-1
113136,11844,7376,1
113137,3516,1276,-1
113138,7239,11343,1
113139,3965,9174,1
113140,11809,11972,0
113141,974,8561,0
113142,8344,8561,0
113143,11182,8561,0
113144,4810,8561,0
113145,4270,4270,1
113146,4713,4713,0
113147,264,264,1
113148,869,869,0
113149,5675,5675,0
113150,11422,11422,0
113151,981,981,0
113152,1276,1276,0
113153,9670,1863,1
113154,11343,1863,-1
113155,3209,5419,0
113156,3648,5419,-1
113157,10242,10049,0
113158,11422,10049,0
113159,8878,2618,1
113160,4427,636,1
113161,6222,949,0
113162,10200,6802,-1
113163,1924,3982,0
113164,3363,8672,1
113165,8644,8672,1
113166,6657,8672,1
113167,8672,8672,0
113168,5589,6462,1
113169,11861,2499,-1
113170,6810,6703,1
113171,5992,11014,1
113172,2617,11014,0
113173,11398,11014,0
113174,9422,1642,-1
113175,7953,1013,-1
113176,11761,237,-1
113177,4270,4270,-1
113178,1047,11981,1
113179,2771,9632,-1
113180,8496,10862,1
113181,974,3224,1
113182,2532,10978,-1
113183,11213,9413,1
113184,9002,8882,1
113185,6775,7165,-1
113186,694,8661,-1
113187,11182,5701,-1
113188,2568,3259,1
113189,7522,1013,-1
113190,6843,6502,1
113191,11422,186,1
113192,981,4117,1
113193,489,81,1
113194,4014,8035,1
113195,90,8620,0
113196,5633,11252,-1
113197,9002,5572,0
113198,7980,1797,1
113199,11911,10534,1
113200,3544,9002,-1
113201,344,4145,-1
113202,2958,9476,1
113203,10754,9212,1
113204,2744,7936,-1
113205,344,804,-1
113206,7625,3973,1
113207,10242,1238,1
113208,9836,1480,-1
113209,2111,6217,-1
113210,11889,7278,-1
113211,4502,6080,1
113212,11654,1360,1
113213,2369,5513,1
113214,3039,1889,1
113215,1814,4312,1
113216,382,1713,-1
113217,1810,2134,1
113218,2958,2134,1
113219,11227,194,1
113220,8441,4145,1
113221,10594,10978,-1
113222,9214,2077,1
113223,6810,114,1
113224,6687,3705,1
113225,1864,6858,1
113226,12057,269,1
113227,7239,112,1
113228,5085,5709,1
113229,6858,4499,0
113230,10978,5936,-1
113231,6640,127,-1
113232,1561,3385,0
113233,1161,3134,1
113234,9268,10993,-1
113235,11594,9167,0
113236,3513,5722,0
113237,9760,9992,-1
113238,1635,8288,1
113239,6428,1444,1
113240,11605,6062,-1
113241,3332,7050,1
113242,8099,11217,1
113243,8649,7650,1
113244,9805,2924,1
113245,12031,283,1
113246,4427,10629,-1
113247,9311,2611,1
113248,8812,1510,1
113249,11288,5590,-1
113250,10978,156,1
113251,11221,2031,-1
113252,10276,374,1
113253,9957,3136,1
113254,3667,9171,-1
113255,1339,100,1
113256,10317,466,1
113257,11680,7728,1
113258,1286,809,-1
113259,6155,7037,0
113260,6170,6170,1
113261,1880,6885,0
113262,2837,10792,1
113263,1992,211,-1
113264,5398,10969,1
113265,5682,10721,1
113266,5892,4762,1
113267,782,7721,-1
113268,1581,2824,1
113269,4726,10390,-1
113270,11197,10805,-1
113271,401,10969,1
113272,2617,7443,1
113273,8191,7186,1
113274,11422,10991,-1
113275,10289,4307,-1
113276,7452,10805,1
113277,5892,3303,1
113278,10774,1893,1
113279,4886,10976,1
113280,3187,11119,0
113281,2745,4264,-1
113282,2617,8877,0
113283,6409,4513,0
113284,8227,1983,1
113285,3162,9245,-1
113286,6659,10820,1
113287,7377,11563,1
113288,5579,7681,-1
113289,4270,5834,-1
113290,10473,5960,0
113291,3987,2072,-1
113292,1121,4513,-1
113293,5397,7789,0
113294,2617,11306,-1
113295,4487,865,-1
113296,9222,6563,0
113297,1286,9793,-1
113298,3454,9793,1
113299,4497,951,-1
113300,4240,3167,-1
113301,10122,2334,-1
113302,4837,4699,-1
113303,4837,492,1
113304,11861,10924,1
113305,10505,11583,0
113306,9220,7789,-1
113307,4852,7147,-1
113308,10252,5084,1
113309,5709,2064,1
113310,4725,189,-1
113311,8569,11865,-1
113312,3354,6048,1
113313,9716,2028,1
113314,11059,624,-1
113315,6602,5042,-1
113316,3801,3725,1
113317,5598,1391,-1
113318,413,4828,1
113319,6424,2590,1
113320,10774,1350,1
113321,4217,7315,1
113322,1126,4237,0
113323,882,1944,-1
113324,4072,1350,1
113325,3620,8169,1
113326,5529,4753,1
113327,11660,89,1
113328,7850,2301,1
113329,10470,2301,-1
113330,9915,2748,0
113331,2532,5353,-1
113332,7884,8169,1
113333,985,646,1
113334,2068,7623,0
113335,1280,1280,0
113336,4298,429,-1
113337,1361,10952,0
113338,11082,10410,-1
113339,8392,6109,1
113340,4693,8946,-1
113341,4376,11398,1
113342,1403,3544,-1
113343,10764,7170,-1
113344,9190,11023,1
113345,4738,11633,-1
113346,10482,359,1
113347,10978,10186,1
113348,7180,211,1
113349,8425,3231,-1
113350,1633,9940,-1
113351,9245,3487,0
113352,1539,10951,-1
113353,8872,6800,-1
113354,2429,865,0
113355,9118,1083,-1
113356,4487,57,1
113357,11685,545,1
113358,11660,3892,1
113359,10892,6414,-1
113360,4569,10978,0
113361,11809,10185,1
113362,3039,1276,1
113363,7042,4526,-1
113364,4346,10978,-1
113365,9222,10978,-1
113366,4852,4487,1
113367,1276,3440,1
113368,605,4487,-1
113369,10774,11301,1
113370,10032,7761,1
113371,11301,906,-1
113372,11301,5899,0
113373,2846,10892,1
113374,10774,4571,1
113375,1387,605,1
113376,3544,4571,1
113377,7744,8614,1
113378,3463,2285,1
113379,974,4571,1
113380,2077,5957,1
113381,1387,8735,1
113382,4351,8328,-1
113383,6394,3264,1
113384,7744,605,1
113385,7744,2285,1
113386,2285,8328,-1
113387,1387,3923,1
113388,3224,8328,-1
113389,3224,974,-1
113390,974,3264,1
113391,3224,6394,-1
113392,3224,1187,-1
113393,1187,9842,1
113394,6394,9842,1
113395,974,605,1
113396,6394,605,1
113397,974,2285,1
113398,280,2285,1
113399,280,32,1
113400,906,32,1
113401,906,10838,1
113402,3544,10838,1
113403,3544,32,1
113404,2846,8735,1
113405,2846,3923,1
113406,4487,8735,0
113407,4487,9127,1
113408,6347,8735,1
113409,8536,8735,1
113410,2608,8735,1
113411,2608,9127,1
113412,2608,3923,1
113413,3197,5957,1
113414,8536,3923,1
113415,2090,5957,1
113416,2090,4351,1
113417,2077,4351,1
113418,4810,4351,1
113419,1633,4351,1
113420,1633,9842,1
113421,9842,8328,-1
113422,605,8328,-1
113423,3264,8328,-1
113424,4100,8328,-1
113425,4100,1187,-1
113426,4100,7744,-1
113427,4100,2846,-1
113428,10774,32,1
113429,10774,8735,1
113430,8123,906,-1
113431,5957,906,-1
113432,4100,906,-1
113433,906,4571,1
113434,906,5899,1
113435,906,3264,1
113436,3224,906,-1
113437,906,605,1
113438,906,2285,1
113439,3544,2285,1
113440,10242,3923,1
113441,10562,3923,1
113442,6347,2285,1
113443,2846,32,1
113444,4487,32,1
113445,6347,32,1
113446,8536,32,1
113447,2608,9842,1
113448,2608,605,1
113449,2608,2285,1
113450,2608,32,1
113451,8699,10838,1
113452,5899,8328,-1
113453,6394,4351,1
113454,2077,5899,1
113455,1187,4351,1
113456,10892,5899,1
113457,7744,9842,1
113458,3544,605,1
113459,8699,2285,1
113460,1387,9127,1
113461,974,4351,1
113462,3197,4351,1
113463,3197,4571,1
113464,6394,4571,1
113465,6394,5899,1
113466,3224,7744,-1
113467,1387,32,1
113468,2617,32,1
113469,2617,8735,1
113470,2617,8123,1
113471,2090,8328,-1
113472,2090,8614,0
113473,2077,10892,1
113474,2090,8123,1
113475,10774,8123,1
113476,10774,3224,1
113477,10774,2285,1
113478,10562,974,1
113479,10774,10838,1
113480,1187,906,1
113481,2608,6394,1
113482,2608,974,1
113483,2608,1187,1
113484,8536,974,1
113485,6347,1187,1
113486,974,8614,1
113487,7744,3264,1
113488,10892,8328,-1
113489,3197,8328,-1
113490,2077,8328,-1
113491,1187,8328,-1
113492,1187,8614,1
113493,2077,8614,-1
113494,3197,8614,-1
113495,1187,10892,1
113496,4810,8328,-1
113497,3197,8123,1
113498,2077,8123,1
113499,8536,2285,1
113500,8536,10838,1
113501,974,8328,-1
113502,7744,8328,-1
113503,4487,8328,0
113504,2846,974,1
113505,1387,8328,1
113506,3463,5899,1
113507,280,5899,1
113508,2617,5899,1
113509,10774,5899,1
113510,10242,5899,1
113511,10562,5899,1
113512,7744,4351,1
113513,5957,974,-1
113514,8123,974,-1
113515,2077,906,-1
113516,974,5899,1
113517,4571,8328,-1
113518,7744,10892,1
113519,8123,7744,-1
113520,7744,5957,1
113521,7744,4571,1
113522,2846,6394,1
113523,8123,8328,-1
113524,8699,1187,0
113525,3463,6394,1
113526,4487,2285,1
113527,1387,974,1
113528,3544,4351,1
113529,3544,3264,1
113530,8699,3264,1
113531,8699,3224,1
113532,3544,3224,1
113533,3544,9842,1
113534,8699,9842,1
113535,8699,605,1
113536,6347,605,1
113537,3463,4351,1
113538,2608,3264,1
113539,6347,3224,1
113540,280,9842,1
113541,3463,605,1
113542,2846,2285,1
113543,10562,3224,1
113544,8536,3224,1
113545,2608,3224,1
113546,4810,906,-1
113547,10892,906,-1
113548,2846,10838,1
113549,2617,4571,1
113550,2617,10838,1
113551,8699,4351,1
113552,1387,8614,1
113553,2846,8614,1
113554,10562,8123,1
113555,10562,10838,1
113556,1312,3547,1
113557,2617,3224,1
113558,10774,4351,1
113559,10242,2285,1
113560,10562,2285,1
113561,2617,2285,1
113562,1387,2285,1
113563,2846,605,1
113564,4487,605,1
113565,6347,9842,1
113566,8536,605,1
113567,280,605,1
113568,3463,4571,1
113569,8699,4571,1
113570,3463,1187,-1
113571,2077,3463,-1
113572,2090,8699,-1
113573,4810,3463,-1
113574,3544,8123,1
113575,2617,9842,1
113576,1387,9842,1
113577,2846,9842,1
113578,4487,9842,1
113579,6347,4351,1
113580,8536,4351,1
113581,2608,4351,1
113582,3463,5957,1
113583,2846,1187,1
113584,2077,2846,-1
113585,2090,3463,1
113586,3463,10892,1
113587,3463,8123,1
113588,8699,5957,1
113589,280,4571,1
113590,280,4351,1
113591,6347,3264,1
113592,2846,3224,1
113593,8536,9842,1
113594,10242,9842,1
113595,10562,5957,1
113596,10774,5957,1
113597,2617,3264,1
113598,2617,4351,1
113599,2846,4351,1
113600,2846,3264,1
113601,6347,5957,1
113602,2608,10892,1
113603,4810,2846,-1
113604,2608,8123,1
113605,8536,5957,1
113606,2608,5957,1
113607,1387,4571,1
113608,4487,4571,1
113609,10562,9842,1
113610,1387,3224,1
113611,10562,605,1
113612,10242,605,1
113613,11301,4351,1
113614,11301,605,1
113615,11301,32,1
113616,11301,8735,-1
113617,9127,11301,-1
113618,11301,3923,1
113619,490,11301,-1
113620,2846,8123,1
113621,1387,5957,1
113622,2846,5957,1
113623,1387,4351,1
113624,10242,4351,1
113625,10562,4351,1
113626,10562,4571,1
113627,10242,4571,1
113628,6347,8123,1
113629,10562,3264,1
113630,10242,3264,1
113631,1387,3264,1
113632,3544,11301,1
113633,11301,8328,-1
113634,11301,974,-1
113635,9127,7556,1
113636,6394,11301,1
113637,1187,11301,1
113638,2077,11301,1
113639,2532,11079,1
113640,7150,9826,1
113641,7883,8429,1
113642,2532,8429,1
113643,3923,7556,-1
113644,3197,11301,1
113645,2285,7556,1
113646,490,7556,-1
113647,2090,11301,1
113648,11301,10892,-1
113649,4810,11301,1
113650,11301,4571,-1
113651,10032,11766,-1
113652,2628,10032,1
113653,2608,1312,1
113654,2608,7761,1
113655,2608,11766,1
113656,2608,2628,1
113657,2608,10032,1
113658,4376,11301,1
113659,3264,7556,1
113660,10838,7556,1
113661,32,7556,1
113662,4461,9301,-1
113663,6347,11301,1
113664,8536,11301,1
113665,11301,4487,-1
113666,2608,11301,1
113667,5414,11301,1
113668,280,11301,1
113669,8699,11301,1
113670,4351,7556,1
113671,7744,4487,1
113672,1633,4487,-1
113673,8328,4487,1
113674,490,4487,-1
113675,11606,7761,1
113676,11301,7761,1
113677,11464,7761,1
113678,1312,7761,1
113679,11766,4487,-1
113680,11606,11766,1
113681,11301,11766,-1
113682,1312,11766,0
113683,11766,7761,1
113684,11606,2628,1
113685,2628,11301,0
113686,2628,7761,1
113687,2628,11766,-1
113688,10032,11301,-1
113689,10838,4487,-1
113690,8123,1803,-1
113691,4376,4487,1
113692,32,4487,-1
113693,8735,4487,-1
113694,4571,7556,1
113695,802,435,-1
113696,5679,6599,-1
113697,8470,4675,1
113698,2374,3500,0
113699,2374,8470,-1
113700,8246,4361,-1
113701,2488,50,0
113702,9677,266,-1
113703,2617,1408,0
113704,3227,6897,-1
113705,3053,2561,1
113706,1780,5602,1
113707,1328,3988,-1
113708,4494,2829,-1
113709,7567,11707,-1
113710,8793,8032,1
113711,8290,7194,1
113712,9440,4383,-1
113713,8344,10032,1
113714,4100,7556,1
113715,280,4071,-1
113716,4693,4071,-1
113717,1561,4071,1
113718,7669,4071,1
113719,633,4071,-1
113720,11228,4071,1
113721,8496,3071,1
113722,5951,7232,-1
113723,1950,315,1
113724,7397,315,-1
113725,11105,7170,1
113726,6615,11228,-1
113727,11422,1561,-1
113728,9206,6021,1
113729,9206,11836,1
113730,90,9206,0
113731,6176,9712,1
113732,5525,9712,1
113733,1547,56,1
113734,4314,315,-1
113735,4788,7687,-1
113736,7784,4113,1
113737,11915,5016,0
113738,1703,2696,0
113739,5432,11915,-1
113740,4672,7415,1
113741,516,2152,1
113742,11422,6176,-1
113743,3162,4159,-1
113744,3162,6344,-1
113745,4008,9626,-1
113746,7341,4556,-1
113747,321,1730,1
113748,321,4556,1
113749,9927,321,1
113750,10509,5240,1
113751,5992,5240,1
113752,11965,1683,1
113753,2617,4365,-1
113754,10242,4365,1
113755,869,4365,0
113756,6436,3711,1
113757,3864,3711,1
113758,8943,3711,1
113759,114,7118,1
113760,11372,1808,-1
113761,1808,7223,1
113762,10774,4487,1
113763,4657,2956,-1
113764,1276,5646,-1
113765,4417,1248,1
113766,8597,8043,0
113767,11654,8573,-1
113768,11431,1159,-1
113769,10222,2522,1
113770,1417,2957,-1
113771,2696,8912,-1
113772,2649,3930,-1
113773,4266,11252,-1
113774,3531,7378,1
113775,8987,9261,-1
113776,695,1280,-1
113777,4494,3789,0
113778,178,11520,0
113779,11020,7206,-1
113780,11020,8545,-1
113781,3261,5319,-1
113782,4798,9927,-1
113783,10023,630,-1
113784,6441,126,-1
113785,5115,321,-1
113786,4556,1730,1
113787,5751,1730,1
113788,2422,11343,1
113789,2422,5751,1
113790,6441,2956,-1
113791,2414,2956,1
113792,3433,2956,-1
113793,6556,11821,-1
113794,3482,7891,1
113795,8931,7891,1
113796,2939,11751,1
113797,7710,10485,-1
113798,11060,4237,-1
113799,1475,9547,1
113800,10764,4828,1
113801,10774,10213,1
113802,3198,3198,1
113803,7105,10633,-1
113804,1276,10633,-1
113805,640,10633,0
113806,5642,3417,1
113807,4979,3417,1
113808,326,3417,1
113809,10314,3417,1
113810,9502,3417,1
113811,9389,9462,0
113812,7375,4828,1
113813,7375,9544,1
113814,4217,9544,1
113815,2746,640,1
113816,9318,11118,1
113817,10242,2710,1
113818,5633,1163,0
113819,2579,7880,1
113820,9127,4487,-1
113821,2969,11040,-1
113822,1212,5671,-1
113823,4572,4581,0
113824,10940,9704,1
113825,3965,3099,1
113826,11854,5077,0
113827,1962,3968,0
113828,8597,9797,0
113829,8884,4978,1
113830,10378,3189,-1
113831,10058,8766,1
113832,2346,1564,-1
113833,4978,1380,0
113834,11436,10695,-1
113835,7689,4092,0
113836,4417,9220,-1
113837,8239,4514,-1
113838,2499,8239,1
113839,4051,8125,-1
113840,2104,10163,-1
113841,981,7000,1
113842,7736,7522,0
113843,2429,7522,-1
113844,6541,1905,1
113845,8987,7571,1
113846,11659,963,-1
113847,6507,5414,-1
113848,4376,6217,1
113849,9078,3808,-1
113850,10242,7170,1
113851,11384,3990,0
113852,6140,6219,-1
113853,2674,3383,-1
113854,5589,2134,-1
113855,11333,6731,1
113856,516,10764,1
113857,5617,1522,0
113858,4178,7997,-1
113859,9391,12004,1
113860,11085,10682,1
113861,280,9982,1
113862,2256,10222,1
113863,7638,7118,1
113864,11288,8179,-1
113865,9147,6438,-1
113866,2934,4499,1
113867,10240,10444,-1
113868,4376,10594,1
113869,2166,3613,-1
113870,11594,6175,-1
113871,3598,10332,-1
113872,6270,6080,1
113873,7164,194,1
113874,9476,10265,1
113875,6531,4145,-1
113876,11422,1238,1
113877,4272,5107,1
113878,7096,9836,-1
113879,3552,3589,1
113880,6234,859,-1
113881,8179,583,1
113882,869,2305,1
113883,9922,9002,-1
113884,2319,869,-1
113885,4417,10954,1
113886,5097,6062,0
113887,10978,869,1
113888,7810,6062,-1
113889,1627,1741,1
113890,11406,3803,1
113891,7791,7905,1
113892,4544,8104,1
113893,2429,660,1
113894,9566,12047,-1
113895,6858,2104,-1
113896,9691,11040,-1
113897,9180,5097,1
113898,3620,3100,1
113899,7283,11171,1
113900,6463,5097,1
113901,5164,1008,1
113902,3715,6260,0
113903,1561,10260,0
113904,11761,10242,-1
113905,4720,3203,0
113906,6517,6267,0
113907,11965,5097,1
113908,4824,6855,1
113909,1009,130,1
113910,130,130,1
113911,6145,649,-1
113912,11458,3071,-1
113913,5084,3071,1
113914,8614,4487,-1
113915,3789,3071,1
113916,9227,293,-1
113917,7382,315,-1
113918,1547,315,1
113919,5598,315,-1
113920,4514,2785,-1
113921,1854,11585,0
113922,11372,1854,1
113923,5615,9712,1
113924,2064,9712,1
113925,10590,9712,1
113926,3162,5615,0
113927,9417,8545,1
113928,6347,8545,-1
113929,8545,8545,-1
113930,2064,6910,-1
113931,4852,4864,1
113932,4066,6779,1
113933,8327,10023,-1
113934,6005,4744,1
113935,3553,869,1
113936,57,7800,1
113937,11182,2870,1
113938,126,3433,-1
113939,126,10666,-1
113940,1209,126,-1
113941,5992,3804,1
113942,5445,3804,-1
113943,2969,11821,1
113944,5097,11821,-1
113945,677,630,1
113946,7104,630,1
113947,7104,630,1
113948,11936,630,1
113949,8392,4556,-1
113950,4556,8366,1
113951,2368,695,0
113952,3482,695,-1
113953,869,673,0
113954,4556,6602,0
113955,3589,6602,-1
113956,2158,9774,0
113957,6872,9774,1
113958,9588,9774,-1
113959,114,2158,-1
113960,2158,2158,-1
113961,4401,7710,1
113962,1553,3941,1
113963,10717,640,1
113964,3753,640,0
113965,1200,640,1
113966,9462,10633,0
113967,1832,3417,1
113968,10248,5325,1
113969,10307,5325,1
113970,3620,3417,1
113971,5529,3417,1
113972,6191,3417,1
113973,4828,3417,-1
113974,4676,5379,1
113975,2190,640,1
113976,1487,640,1
113977,6191,640,1
113978,9842,4487,-1
113979,9389,640,1
113980,9927,3027,1
113981,7980,10144,1
113982,2285,4487,-1
113983,5271,10444,-1
113984,963,4610,1
113985,7198,975,1
113986,8540,4545,1
113987,4315,7880,-1
113988,619,2958,0
113989,5413,3621,1
113990,10121,7688,0
113991,10898,881,-1
113992,10898,5212,-1
113993,3965,5212,1
113994,10121,881,1
113995,11821,2289,-1
113996,1361,7229,-1
113997,1138,11752,-1
113998,9681,10020,1
113999,8692,1924,1
114000,7677,9903,0
114001,9642,7206,0
114002,1962,2387,0
114003,1248,11854,0
114004,2531,3706,0
114005,7757,4978,1
114006,11045,7925,0
114007,985,10347,1
114008,7286,12033,0
114009,11067,5495,0
114010,8500,583,1
114011,6014,1755,1
114012,1083,175,1
114013,6657,10979,-1
114014,1221,2522,-1
114015,6987,7744,-1
114016,882,3872,1
114017,4810,2662,-1
114018,10563,5589,-1
114019,4325,2846,-1
114020,10007,963,-1
114021,7682,8573,-1
114022,11227,1084,-1
114023,2134,1471,1
114024,11809,1485,-1
114025,8758,6440,-1
114026,1846,2736,-1
114027,8179,6719,1
114028,8496,1292,-1
114029,5271,5047,1
114030,869,6217,0
114031,4051,9347,1
114032,7104,585,1
114033,11660,6603,-1
114034,1387,1522,1
114035,112,6439,1
114036,280,8327,1
114037,2532,6915,-1
114038,8061,6915,-1
114039,11670,5675,-1
114040,869,4272,-1
114041,11422,20,1
114042,489,5107,-1
114043,9345,7164,-1
114044,3412,2975,1
114045,1794,8061,-1
114046,237,9728,1
114047,1703,2696,1
114048,7669,5617,-1
114049,11827,6214,-1
114050,7374,3705,1
114051,10332,4100,1
114052,6444,5726,-1
114053,7278,5383,1
114054,4850,8355,-1
114055,2922,10461,-1
114056,4572,11606,-1
114057,2229,10960,1
114058,5271,321,-1
114059,694,10940,1
114060,3493,1814,-1
114061,435,435,1
114062,2969,6799,1
114063,6660,4377,-1
114064,8496,4377,-1
114065,818,5061,-1
114066,6456,7767,1
114067,9367,4387,1
114068,4373,3639,-1
114069,10594,9372,1
114070,2104,6852,0
114071,8179,821,-1
114072,2450,3134,1
114073,8288,5733,-1
114074,10186,3481,0
114075,115,8089,-1
114076,10908,7832,-1
114077,3705,869,-1
114078,2969,4544,-1
114079,6195,4306,1
114080,11147,5593,1
114081,7960,5179,1
114082,3039,1561,1
114083,7994,6925,0
114084,4544,6591,1
114085,3923,4487,-1
114086,8649,9327,-1
114087,6810,9886,0
114088,1561,1461,1
114089,1399,7513,1
114090,2617,2617,1
114091,4373,11821,1
114092,10782,11821,0
114093,2064,869,1
114094,5097,9327,-1
114095,74,1597,0
114096,11821,4272,1
114097,7522,11842,1
114098,6755,1018,1
114099,10558,10558,1
114100,1539,9926,-1
114101,709,11211,1
114102,114,9926,0
114103,9517,9926,1
114104,4597,640,-1
114105,5901,10545,1
114106,3039,5901,1
114107,4928,5901,-1
114108,2617,4447,1
114109,78,4447,-1
114110,4310,4447,1
114111,10774,4447,1
114112,328,11911,1
114113,10242,5325,1
114114,3482,5325,0
114115,3039,5325,1
114116,5832,187,-1
114117,11983,11911,1
114118,11482,4828,-1
114119,9180,2718,1
114120,2267,10633,0
114121,11838,10633,-1
114122,413,10633,-1
114123,1438,3363,-1
114124,80,3363,-1
114125,2186,3417,1
114126,3311,10633,0
114127,2748,640,1
114128,2331,640,1
114129,6601,640,1
114130,11838,640,1
114131,8101,640,1
114132,9039,640,1
114133,1905,11045,-1
114134,1522,5646,1
114135,9963,5344,1
114136,2676,4583,1
114137,881,7688,-1
114138,8554,10898,1
114139,10121,10898,1
114140,4051,3478,0
114141,1539,6605,-1
114142,11464,9053,0
114143,7393,7214,1
114144,10365,7594,0
114145,10562,4487,1
114146,3516,184,0
114147,6541,7737,0
114148,6255,3024,0
114149,1522,3024,0
114150,1522,3965,-1
114151,11907,9307,1
114152,2261,10058,-1
114153,3662,4602,1
114154,1131,3594,1
114155,2534,5891,0
114156,4530,4645,0
114157,8125,9220,0
114158,1387,11911,-1
114159,10242,11197,-1
114160,8878,8116,1
114161,2590,1178,1
114162,4645,4602,1
114163,10378,5882,0
114164,4530,2838,0
114165,4645,1615,1
114166,8043,3927,0
114167,1905,8078,1
114168,11082,5990,1
114169,11417,6778,0
114170,3189,11417,0
114171,3836,2294,1
114172,9,646,-1
114173,3836,11954,-1
114174,209,7974,-1
114175,1703,594,1
114176,8949,1561,-1
114177,1794,6987,1
114178,6687,7744,1
114179,10774,5067,-1
114180,10675,10634,-1
114181,8181,6195,-1
114182,864,1103,1
114183,10960,8208,1
114184,4694,10222,-1
114185,5642,8573,-1
114186,8521,9866,-1
114187,1276,4312,1
114188,6394,11797,1
114189,909,7744,-1
114190,1713,10677,-1
114191,8181,10185,1
114192,9076,9384,-1
114193,10675,6331,-1
114194,10469,6331,-1
114195,11304,2522,-1
114196,6502,6775,-1
114197,6098,11912,1
114198,5097,11654,1
114199,4051,7278,1
114200,4693,5617,-1
114201,8536,9132,1
114202,3039,10242,-1
114203,4764,6797,-1
114204,11594,321,-1
114205,6224,7006,1
114206,7006,8767,-1
114207,789,1865,1
114208,2229,1399,1
114209,2568,6172,1
114210,7084,915,-1
114211,3363,3544,1
114212,8496,2685,1
114213,11456,9144,-1
114214,6570,344,-1
114215,4982,10032,-1
114216,9078,1006,1
114217,10185,1006,1
114218,10571,10185,-1
114219,6403,11659,-1
114220,7375,3133,-1
114221,7116,10835,-1
114222,10675,9928,-1
114223,3053,6195,-1
114224,8030,2696,1
114225,3412,4395,1
114226,11761,10222,1
114227,9889,5726,1
114228,5397,5617,-1
114229,9407,2392,1
114230,9347,9002,-1
114231,1281,7170,1
114232,6810,1238,1
114233,5675,9500,1
114234,90,10333,1
114235,11574,11889,-1
114236,5992,1412,1
114237,1803,869,-1
114238,2532,11422,-1
114239,9283,9347,-1
114240,1752,4663,-1
114241,3833,3332,0
114242,869,1339,-1
114243,1208,127,1
114244,2199,7524,1
114245,1553,12072,1
114246,1685,8257,1
114247,9317,6957,1
114248,7623,5061,1
114249,2064,8780,0
114250,4713,11309,1
114251,10562,11301,1
114252,4544,4306,0
114253,583,2714,-1
114254,8987,7484,-1
114255,7570,8125,-1
114256,1338,2825,0
114257,6707,3270,-1
114258,10553,441,-1
114259,9463,4922,1
114260,10263,10186,1
114261,6707,7008,-1
114262,6707,435,-1
114263,9476,1648,1
114264,3966,1561,-1
114265,575,3134,1
114266,1864,4544,-1
114267,7913,8104,1
114268,9642,1627,1
114269,10629,5347,-1
114270,10658,11834,-1
114271,869,4071,1
114272,2771,9206,0
114273,7232,5709,0
114274,6394,2055,-1
114275,9220,7928,1
114276,3819,4447,1
114277,413,11211,1
114278,5320,10633,0
114279,114,5325,1
114280,1200,3417,1
114281,9318,4583,1
114282,5992,5646,-1
114283,10456,9219,-1
114284,4342,4342,0
114285,2838,10990,0
114286,3990,8181,0
114287,2499,2222,-1
114288,694,8327,1
114289,2090,11993,-1
114290,1008,7522,1
114291,2166,7410,-1
114292,1276,11797,1
114293,8496,7280,1
114294,10873,7997,-1
114295,9147,11670,1
114296,635,6213,-1
114297,11987,4859,1
114298,8116,1315,-1
114299,1338,4066,1
114300,2532,4487,1
114301,5899,7556,1
114302,10764,4487,1
114303,5579,6507,1
114304,7065,7032,-1
114305,1084,4761,1
114306,10226,9541,-1
114307,4569,2384,-1
114308,5865,10831,1
114309,11160,10509,-1
114310,7896,5693,1
114311,7375,5693,1
114312,433,3135,1
114313,7245,12068,-1
114314,2429,10063,1
114315,4514,10242,1
114316,6382,1274,-1
114317,11716,1274,-1
114318,6382,11716,1
114319,2765,1559,-1
114320,5701,1559,-1
114321,2703,2386,0
114322,228,10238,-1
114323,5345,10467,1
114324,4693,7666,1
114325,6910,6382,-1
114326,4983,7687,1
114327,3331,584,1
114328,1540,6530,-1
114329,1540,11531,-1
114330,3642,11236,1
114331,2261,5571,-1
114332,10675,6815,1
114333,2064,5571,-1
114334,9220,7005,1
114335,2696,6002,1
114336,2532,10351,1
114337,2532,11391,0
114338,10892,5323,1
114339,2064,466,-1
114340,2617,466,-1
114341,10754,867,0
114342,220,8620,1
114343,7104,6507,1
114344,12038,6507,1
114345,11861,6507,1
114346,2705,584,1
114347,1675,5571,-1
114348,11833,1675,0
114349,9957,7032,1
114350,8288,6490,1
114351,2986,200,1
114352,8749,2859,1
114353,8749,1211,1
114354,8749,4853,-1
114355,8749,8969,1
114356,8749,3320,1
114357,11372,7223,1
114358,1338,561,-1
114359,5479,7397,0
114360,10590,1231,1
114361,2705,1231,1
114362,1231,675,-1
114363,2068,675,0
114364,2064,10509,1
114365,1633,32,1
114366,10774,8614,1
114367,974,906,-1
114368,6394,8614,1
114369,7744,3923,1
114370,974,3923,1
114371,11606,1187,1
114372,8123,32,1
114373,9842,7556,1
114374,11606,605,1
114375,2532,1703,1
114376,9127,4351,-1
114377,490,605,-1
114378,10764,7556,-1
