,Character_1,Character_2,Win_Probability
39781,6098,6226,1
39782,10764,2744,1
39783,11518,245,-1
39784,2744,4309,1
39785,9220,10444,1
39786,4274,4536,0
39787,2295,1445,-1
39788,4959,415,0
39789,5699,2228,1
39790,6721,3422,-1
39791,3707,11729,1
39792,3953,10802,-1
39793,9955,7445,1
39794,157,9452,-1
39795,9905,3396,1
39796,9460,9026,1
39797,9741,545,1
39798,4395,2624,1
39799,9111,5964,1
39800,10911,4693,1
39801,9442,10119,0
39802,1532,4887,-1
39803,10222,8620,1
39804,7060,8989,-1
39805,3493,1984,1
39806,7617,112,1
39807,8198,11885,0
39808,8496,112,1
39809,2545,317,1
39810,2064,8397,1
39811,4376,1412,1
39812,4008,6176,-1
39813,926,10827,1
39814,10832,1601,-1
39815,9384,2603,1
39816,8492,5632,-1
39817,10317,6556,-1
39818,6556,8258,-1
39819,6196,10263,-1
39820,6502,10332,0
39821,4270,6157,1
39822,6502,4188,1
39823,11821,8609,1
39824,4480,4145,-1
39825,4630,359,1
39826,1703,3224,1
39827,3224,1276,0
39828,859,5423,1
39829,7375,11289,1
39830,7573,1640,1
39831,9283,1221,0
39832,90,1221,1
39833,9873,9328,-1
39834,6232,7623,-1
39835,3333,8392,0
39836,11454,10867,0
39837,11398,10867,1
39838,7697,4817,-1
39839,10647,10152,1
39840,6332,8479,1
39841,10222,8949,-1
39842,6332,8123,1
39843,12015,7708,0
39844,2532,4824,-1
39845,8913,6002,-1
39846,4502,3308,1
39847,5226,10590,-1
39848,774,2466,1
39849,1601,11184,-1
39850,90,2603,0
39851,8125,6195,-1
39852,3144,6770,-1
39853,8125,8258,-1
39854,10808,9341,1
39855,9767,8056,1
39856,2368,1633,-1
39857,9905,10046,1
39858,8056,200,-1
39859,10518,2708,1
39860,9925,9621,1
39861,9971,697,0
39862,12027,1159,-1
39863,7084,1238,0
39864,8064,11911,1
39865,10263,2053,1
39866,3573,7655,1
39867,3573,8983,1
39868,6548,3573,-1
39869,3224,11023,1
39870,4,5932,1
39871,2958,4543,-1
39872,3925,8340,-1
39873,11989,2931,0
39874,6827,2392,1
39875,585,4109,1
39876,6634,9124,0
39877,5675,10046,1
39878,2532,3930,-1
39879,11301,9454,-1
39880,6719,6448,0
39881,3690,7525,1
39882,10865,11518,-1
39883,1292,3690,1
39884,4804,1241,0
39885,11036,950,-1
39886,8906,3224,1
39887,5413,3251,-1
39888,859,1005,1
39889,2532,4627,1
39890,3965,3978,1
39891,8386,8267,-1
39892,112,7239,0
39893,90,4571,1
39894,5334,8750,1
39895,11693,2545,-1
39896,11409,103,0
39897,1214,8488,1
39898,319,9480,1
39899,3412,10253,-1
39900,5675,3959,1
39901,5992,6190,1
39902,3748,9707,1
39903,864,5715,-1
39904,10810,5715,-1
39905,942,11882,1
39906,7341,6648,1
39907,10774,7883,1
39908,7570,1889,1
39909,3672,4637,1
39910,2744,12000,-1
39911,7092,7566,-1
39912,10952,318,-1
39913,1703,8973,1
39914,9220,5740,-1
39915,779,1187,-1
39916,6682,5585,1
39917,3690,6156,1
39918,1746,18,-1
39919,90,9144,-1
39920,3224,11497,1
39921,9188,2260,1
39922,11711,4137,-1
39923,5057,7326,-1
39924,1703,9283,1
39925,2958,10217,1
39926,1503,3008,1
39927,11147,3148,1
39928,8392,10232,1
39929,570,7861,-1
39930,5223,2211,0
39931,11518,10664,1
39932,2096,8720,1
39933,4957,7141,1
39934,889,7659,-1
39935,4548,7409,1
39936,5578,3920,-1
39937,1041,775,-1
39938,869,10835,1
39939,7587,11757,-1
39940,1008,8789,1
39941,6810,6531,1
39942,11797,7644,-1
39943,2545,359,-1
39944,321,12055,1
39945,321,2910,1
39946,2532,5689,0
39947,10416,7278,-1
39948,7278,10677,1
39949,8179,1241,1
39950,4991,4826,-1
39951,3129,4826,-1
39952,8190,1640,1
39953,7800,3796,-1
39954,8223,8267,0
39955,237,7280,1
39956,8222,362,1
39957,5512,3903,1
39958,11881,1005,0
39959,8747,9144,1
39960,859,9144,1
39961,859,1522,-1
39962,3930,10540,-1
39963,1218,10754,-1
39964,2137,7409,1
39965,7776,2463,1
39966,9002,1228,1
39967,1992,5834,1
39968,109,10371,1
39969,7478,11652,-1
39970,2649,2065,1
39971,3393,5226,1
39972,182,3906,-1
39973,182,7780,-1
39974,7989,8529,0
39975,8966,1204,-1
39976,5623,5500,1
39977,11842,7484,-1
39978,1703,1221,1
39979,7724,7976,-1
39980,7724,585,0
39981,6531,1840,-1
39982,7744,2943,1
39983,5132,3532,1
39984,10276,6719,1
39985,8748,6988,0
39986,11912,5705,-1
39987,2957,8985,1
39988,7967,2957,-1
39989,636,3288,1
39990,11889,1601,1
39991,300,10077,-1
39992,2532,10525,1
39993,2499,4374,1
39994,8537,1810,-1
39995,11889,112,-1
39996,6735,1059,1
39997,1159,10348,0
39998,1713,6234,0
39999,5004,10988,1
40000,280,1436,1
40001,8336,859,-1
40002,10594,343,1
40003,8223,9212,-1
40004,5132,6603,1
40005,6145,1340,1
40006,3880,2541,-1
40007,5992,10078,1
40008,5712,7973,1
40009,8767,4441,1
40010,2700,1601,-1
40011,11889,8181,-1
40012,5758,10989,1
40013,9076,237,-1
40014,9476,7239,1
40015,7940,5808,0
40016,3978,8696,1
40017,1614,2601,-1
40018,5474,7995,-1
40019,3431,3906,1
40020,4417,8987,-1
40021,2065,6883,1
40022,4458,9497,-1
40023,11821,5179,1
40024,10911,11212,1
40025,8019,2319,1
40026,3648,2541,1
40027,9595,2536,1
40028,9024,9963,0
40029,11403,10652,1
40030,8819,10911,1
40031,9024,10233,1
40032,2789,10508,1
40033,8949,7283,-1
40034,226,9454,1
40035,5665,11422,-1
40036,7239,11228,1
40037,8336,9833,1
40038,10523,4216,-1
40039,4106,4425,-1
40040,9407,5413,1
40041,9407,2591,-1
40042,10518,1585,1
40043,8392,6528,1
40044,8728,3338,1
40045,4108,11865,-1
40046,2166,6158,1
40047,1008,10244,-1
40048,11175,5009,1
40049,1810,11589,1
40050,424,9174,1
40051,7239,3559,1
40052,9995,7994,-1
40053,7967,4480,-1
40054,7410,4154,1
40055,5132,9491,1
40056,1337,1914,1
40057,7059,2878,1
40058,2290,11320,1
40059,4480,5474,1
40060,8748,864,-1
40061,8882,11757,-1
40062,8906,8970,1
40063,11865,637,1
40064,4270,9889,-1
40065,2608,4852,1
40066,1817,6566,-1
40067,10332,1971,1
40068,8061,93,1
40069,9632,9319,1
40070,11182,6403,1
40071,10748,2662,1
40072,9476,11184,1
40073,7669,2846,1
40074,7494,4188,0
40075,7375,9572,1
40076,7375,3409,1
40077,466,1861,-1
40078,1006,9082,-1
40079,2853,132,1
40080,4714,8982,1
40081,7006,2826,-1
40082,6741,9735,1
40083,9283,11874,1
40084,10893,2945,-1
40085,765,4147,-1
40086,8822,3973,1
40087,1041,11652,-1
40088,3761,82,1
40089,1025,82,1
40090,2137,82,1
40091,4714,1394,1
40092,1276,6004,1
40093,12022,439,1
40094,12022,7546,-1
40095,3122,4004,-1
40096,5589,10878,1
40097,4502,6139,1
40098,11881,11708,1
40099,11321,3930,-1
40100,8620,4188,1
40101,6757,11729,1
40102,5552,10333,-1
40103,5654,11708,-1
40104,11889,10276,-1
40105,9024,6603,-1
40106,3017,1329,1
40107,11797,11464,-1
40108,4901,157,0
40109,321,7623,1
40110,5697,6139,1
40111,8511,3058,1
40112,3338,829,0
40113,10263,1412,1
40114,2075,10716,1
40115,10548,4309,-1
40116,741,5787,-1
40117,8294,1809,1
40118,1741,7623,-1
40119,9002,902,1
40120,4887,9341,0
40121,2077,5828,0
40122,2649,4108,1
40123,4894,10664,0
40124,4694,1713,0
40125,4713,551,1
40126,11560,11708,-1
40127,963,10989,1
40128,8493,7197,1
40129,8493,10840,-1
40130,3544,891,1
40131,2166,891,1
40132,7677,353,1
40133,5992,1032,-1
40134,6618,2603,-1
40135,4571,5552,1
40136,7176,4463,-1
40137,9963,6891,1
40138,10677,7669,1
40139,7780,9450,1
40140,9313,9741,-1
40141,3017,9621,1
40142,3930,1503,1
40143,10333,1316,1
40144,2134,7243,1
40145,6824,4817,1
40146,7846,9806,-1
40147,5052,8935,-1
40148,8208,9645,1
40149,11103,783,1
40150,3544,8536,0
40151,2064,5226,1
40152,6528,3262,-1
40153,10315,178,-1
40154,1810,2229,1
40155,5413,593,-1
40156,3987,593,1
40157,6057,152,1
40158,926,6304,0
40159,1846,2950,-1
40160,10740,3889,1
40161,7923,2950,-1
40162,2744,8703,1
40163,6863,7994,1
40164,551,1976,-1
40165,8061,10371,1
40166,6915,3680,1
40167,11957,6175,-1
40168,8511,9998,1
40169,3672,4021,-1
40170,1159,4021,1
40171,3573,6099,1
40172,3573,8935,1
40173,3573,11434,1
40174,571,3573,-1
40175,4314,8745,1
40176,10675,5209,1
40177,926,312,1
40178,5552,8800,-1
40179,3925,152,1
40180,2367,206,1
40181,5169,5107,-1
40182,2504,12001,1
40183,4267,7623,-1
40184,9632,10115,1
40185,4760,3634,1
40186,8117,5740,-1
40187,9076,264,-1
40188,694,6277,1
40189,6756,545,1
40190,8644,1036,1
40191,6756,3614,-1
40192,6617,9082,0
40193,10535,7834,-1
40194,11691,5060,-1
40195,1794,5060,-1
40196,2826,3718,1
40197,6347,9347,1
40198,4526,8889,1
40199,3363,10368,1
40200,3209,6004,1
40201,2676,2307,1
40202,1803,9903,-1
40203,7655,10035,-1
40204,2077,7433,1
40205,10911,4607,1
40206,10911,85,1
40207,5675,6569,1
40208,5675,1818,1
40209,5675,10341,1
40210,5675,6649,1
40211,5675,490,1
40212,6417,5740,1
40213,5740,661,-1
40214,8987,5740,-1
40215,5052,8267,-1
40216,3069,8267,-1
40217,1741,8267,0
40218,9198,10802,-1
40219,8267,1997,0
40220,8460,11974,1
40221,3402,8267,-1
40222,7381,8267,-1
40223,1503,9935,1
40224,9475,4212,-1
40225,4760,10802,-1
40226,4630,3959,1
40227,2744,4957,0
40228,112,2976,-1
40229,4738,7239,0
40230,2943,11055,-1
40231,112,7003,-1
40232,8239,10682,1
40233,11865,11827,1
40234,5393,4392,1
40235,9076,2339,-1
40236,11769,7648,1
40237,10873,7425,-1
40238,8900,8516,-1
40239,433,10745,0
40240,7003,10235,-1
40241,1238,10943,-1
40242,9442,6783,-1
40243,5479,3431,-1
40244,2799,11307,-1
40245,10597,551,1
40246,10022,9413,1
40247,12037,10597,-1
40248,3261,3342,-1
40249,5413,643,1
40250,1249,5787,-1
40251,1741,4108,1
40252,3589,7681,-1
40253,4764,5153,-1
40254,1846,7410,-1
40255,8126,2957,-1
40256,519,63,1
40257,11800,1221,-1
40258,8376,4312,1
40259,8906,4312,1
40260,1633,4312,1
40261,8392,4312,1
40262,2603,2957,-1
40263,6810,8396,1
40264,9413,7879,-1
40265,6858,488,-1
40266,4210,1703,-1
40267,859,9212,0
40268,11450,5353,-1
40269,5850,9991,1
40270,5712,8058,-1
40271,5413,9415,1
40272,6113,6050,0
40273,11054,1436,-1
40274,3936,5413,-1
40275,11935,9347,1
40276,7410,4850,1
40277,5992,6706,1
40278,1066,3010,0
40279,8612,9306,0
40280,8343,9413,0
40281,5052,5019,1
40282,11288,2111,1
40283,741,7625,-1
40284,8355,5413,-1
40285,3342,1943,0
40286,5474,5383,-1
40287,11103,112,0
40288,6219,3412,-1
40289,2474,1214,-1
40290,10677,7995,-1
40291,4743,329,0
40292,11498,2601,-1
40293,9741,1228,1
40294,8074,8696,0
40295,9741,2292,1
40296,7546,11054,1
40297,1004,439,1
40298,3752,11023,1
40299,8056,7973,1
40300,5416,1214,1
40301,11409,2696,1
40302,11939,4975,1
40303,1008,2343,1
40304,6108,10195,1
40305,109,4750,1
40306,109,3953,1
40307,4106,193,-1
40308,772,4764,1
40309,6224,5654,1
40310,4342,8461,-1
40311,6634,8516,-1
40312,3133,2299,1
40313,8056,5589,-1
40314,7967,5951,1
40315,11606,2135,1
40316,8496,9341,1
40317,4931,818,1
40318,882,8134,1
40319,10265,11827,1
40320,3582,5261,-1
40321,6374,5261,1
40322,10263,2957,-1
40323,1713,11228,-1
40324,226,637,-1
40325,2584,4417,-1
40326,7410,5124,1
40327,6080,5124,-1
40328,7702,3881,1
40329,5689,9413,-1
40330,10317,2219,1
40331,694,5261,1
40332,3648,3672,1
40333,12027,11250,1
40334,90,8819,-1
40335,9609,5726,1
40336,1650,551,-1
40337,8912,12037,1
40338,7898,7040,1
40339,8819,3007,1
40340,3930,7350,1
40341,4417,5696,-1
40342,3930,6143,1
40343,9337,9893,-1
40344,8386,7578,1
40345,2116,6158,0
40346,859,6214,-1
40347,6528,4312,-1
40348,9318,4649,1
40349,8609,869,-1
40350,11594,12015,-1
40351,10873,112,-1
40352,3386,5564,-1
40353,3319,2077,1
40354,2608,750,1
40355,519,2114,1
40356,8061,6883,1
40357,11384,11691,1
40358,7488,273,-1
40359,300,1803,-1
40360,10675,10494,1
40361,300,4325,-1
40362,1794,303,1
40363,2339,5715,-1
40364,11574,4312,1
40365,7381,8757,-1
40366,5637,1971,1
40367,909,6603,-1
40368,9212,8609,1
40369,11670,9212,-1
40370,4883,2299,1
40371,7395,4267,1
40372,6735,4536,0
40373,10597,7583,1
40374,1703,2751,1
40375,5974,6890,1
40376,6224,10348,1
40377,6531,5513,1
40378,8208,3007,1
40379,1471,7681,1
40380,471,206,0
40381,3680,5423,1
40382,9237,11703,1
40383,4298,7623,-1
40384,2075,3058,1
40385,3058,3058,1
40386,112,5353,-1
40387,4108,6527,-1
40388,2532,5874,1
40389,3858,6632,1
40390,8089,7744,1
40391,3279,10703,1
40392,8511,11620,1
40393,8511,9480,1
40394,1361,1522,-1
40395,10141,5423,1
40396,8799,2113,-1
40397,8686,6458,1
40398,90,1159,-1
40399,7522,5787,1
40400,1914,5787,-1
40401,974,8601,-1
40402,8900,8601,1
40403,4764,1041,1
40404,1850,9098,-1
40405,6415,200,-1
40406,3243,1164,1
40407,5623,2751,0
40408,11797,1992,-1
40409,2601,11887,1
40410,4648,4147,-1
40411,1276,1340,1
40412,618,988,0
40413,4108,4426,-1
40414,11103,3422,1
40415,516,1735,1
40416,10183,11708,-1
40417,10675,1735,1
40418,8944,267,-1
40419,8819,7995,1
40420,8511,4609,1
40421,2805,1735,1
40422,8944,2958,-1
40423,9283,11290,1
40424,11708,11744,1
40425,9137,7125,-1
40426,9190,5552,1
40427,4426,1735,1
40428,1735,7344,1
40429,8900,4360,-1
40430,1159,8396,1
40431,4106,3422,-1
40432,4417,1944,-1
40433,585,3758,1
40434,11062,7269,1
40435,5323,829,1
40436,7116,1868,-1
40437,2532,4852,1
40438,3906,4869,-1
40439,4869,7558,1
40440,1249,7214,-1
40441,3788,4923,-1
40442,1249,3422,-1
40443,2532,1415,0
40444,9413,1561,-1
40445,1936,11597,1
40446,4314,571,-1
40447,4314,5941,1
40448,2532,551,1
40449,6843,637,-1
40450,2090,4108,1
40451,1236,3262,-1
40452,5675,7111,1
40453,8400,3362,0
40454,6172,10253,1
40455,3880,5179,-1
40456,5179,6234,-1
40457,7966,4747,-1
40458,5226,4329,1
40459,8900,10341,1
40460,909,11653,-1
40461,1703,9617,1
40462,8343,2975,1
40463,11409,9293,0
40464,8208,8245,1
40465,8900,6440,-1
40466,6957,2031,1
40467,2392,3517,1
40468,5852,1125,1
40469,5992,353,1
40470,5579,8267,1
40471,4713,8328,1
40472,5097,10954,0
40473,7812,9491,0
40474,3180,7836,1
40475,8906,11980,1
40476,4631,359,-1
40477,11247,5591,-1
40478,3680,5097,-1
40479,6217,1417,-1
40480,5572,10122,1
40481,5613,11222,1
40482,489,4108,1
40483,4178,8117,-1
40484,1703,5500,1
40485,9454,5500,1
40486,5500,11816,-1
40487,11659,11816,0
40488,3010,2574,1
40489,1703,11816,1
40490,8019,178,1
40491,12015,7283,1
40492,1703,7703,1
40493,11685,1187,0
40494,4458,545,1
40495,5992,7238,1
40496,5552,8800,-1
40497,1810,4218,-1
40498,138,193,-1
40499,1276,10894,1
40500,7481,2744,-1
40501,2532,915,-1
40502,9621,8461,0
40503,9475,3431,-1
40504,6610,2957,-1
40505,6603,4697,1
40506,5132,6438,1
40507,5642,1485,-1
40508,5348,3039,1
40509,22,7459,1
40510,5899,8989,-1
40511,10253,5675,1
40512,636,5456,1
40513,5512,9347,-1
40514,9903,4487,1
40515,4124,4429,1
40516,9147,4429,1
40517,5675,9484,1
40518,2910,5576,-1
40519,2965,6675,-1
40520,9194,4379,1
40521,571,5060,1
40522,571,7655,1
40523,571,8983,1
40524,571,6548,1
40525,571,6099,1
40526,571,8935,1
40527,5052,9905,1
40528,5052,10046,1
40529,10989,9629,1
40530,11409,10518,0
40531,869,1103,1
40532,3659,27,1
40533,7625,3973,1
40534,8930,3356,0
40535,8760,11597,0
40536,11,5397,-1
40537,8718,2400,-1
40538,3930,4309,0
40539,9046,9180,-1
40540,1846,1006,1
40541,4100,7578,1
40542,9009,3133,-1
40543,4458,4743,1
40544,6099,10977,1
40545,594,3672,1
40546,647,8341,1
40547,1671,8660,1
40548,10242,6793,1
40549,4453,888,0
40550,11797,6485,-1
40551,9144,5413,1
40552,3482,7478,1
40553,1585,10368,-1
40554,466,3039,-1
40555,3412,115,1
40556,5572,4100,1
40557,3659,661,-1
40558,10535,2649,-1
40559,1017,9341,0
40560,10594,1017,1
40561,10684,5916,-1
40562,8820,5572,-1
40563,10206,3342,1
40564,10206,3959,1
40565,7680,571,-1
40566,4674,7780,-1
40567,5390,20,1
40568,10802,10802,1
40569,7269,10802,-1
40570,3748,9002,-1
40571,4008,11212,1
40572,7012,7141,1
40573,4575,7141,-1
40574,2696,6403,1
40575,5383,5513,1
40576,4826,4748,1
40577,10774,8267,1
40578,1047,8267,-1
40579,4826,8267,-1
40580,8545,5224,0
40581,4912,7989,0
40582,10873,2700,1
40583,11335,4261,1
40584,9494,1005,1
40585,1436,3861,0
40586,7280,3861,1
40587,4480,9476,-1
40588,8064,7283,1
40589,4713,2649,1
40590,1971,11464,-1
40591,2090,4713,-1
40592,10418,7812,-1
40593,11693,7976,-1
40594,9413,4003,1
40595,2720,8223,1
40596,11560,6080,-1
40597,11651,2953,1
40598,7410,3855,1
40599,11321,5536,-1
40600,9206,200,1
40601,11659,4449,1
40602,10300,10872,-1
40603,2966,6996,1
40604,4869,4869,0
40605,1276,4312,1
40606,3339,4413,1
40607,7836,525,1
40608,5004,138,1
40609,7989,8380,1
40610,3493,7645,1
40611,8317,666,1
40612,4738,7206,1
40613,1794,2135,1
40614,779,5019,1
40615,3680,10235,-1
40616,3164,11262,1
40617,859,12027,1
40618,10242,6440,1
40619,6098,7846,-1
40620,7170,4241,1
40621,4108,2826,-1
40622,4575,7869,1
40623,8940,2113,1
40624,8386,8386,-1
40625,264,10038,1
40626,5479,2501,1
40627,11431,3482,-1
40628,5992,10908,1
40629,6219,585,1
40630,226,11800,1
40631,1943,1943,0
40632,9283,3880,1
40633,10840,8434,1
40634,8545,10652,1
40635,2090,2291,1
40636,6603,8434,1
40637,1187,10525,1
40638,4602,9469,-1
40639,10525,8520,-1
40640,9384,2584,1
40641,4738,9469,-1
40642,1187,4378,1
40643,5617,9494,1
40644,7744,7413,0
40645,1936,8545,1
40646,10754,1357,1
40647,6793,6325,1
40648,6939,6673,-1
40649,9347,3224,1
40650,280,10195,1
40651,2733,8061,-1
40652,4314,7982,1
40653,9995,8987,-1
40654,8998,5513,1
40655,869,112,0
40656,5589,8058,1
40657,859,2744,-1
40658,11456,11467,0
40659,864,4003,1
40660,963,2662,1
40661,11748,10503,0
40662,11797,8820,1
40663,4852,3872,1
40664,8819,3770,1
40665,8819,5413,1
40666,4279,11228,-1
40667,1280,5513,1
40668,112,2744,-1
40669,2256,5513,1
40670,2760,63,-1
40671,8352,2945,-1
40672,6556,9210,1
40673,8599,4154,0
40674,4536,4536,1
40675,7025,3614,1
40676,12037,64,-1
40677,2096,12037,1
40678,459,8461,1
40679,4002,2031,-1
40680,6347,10611,1
40681,8190,7917,1
40682,9938,7064,-1
40683,6634,10677,-1
40684,6196,10652,1
40685,7967,8930,-1
40686,9384,7280,1
40687,8208,11885,-1
40688,9522,11885,1
40689,7677,9731,-1
40690,1633,1817,-1
40691,1865,10666,-1
40692,4094,6883,1
40693,4094,6440,-1
40694,8511,9572,1
40695,5888,5,0
40696,1727,2116,-1
40697,3129,7623,-1
40698,4274,7576,-1
40699,200,11549,-1
40700,5430,9724,1
40701,6735,179,1
40702,10155,11757,-1
40703,8789,9265,1
40704,7724,4309,-1
40705,1992,4463,-1
40706,8344,2751,1
40707,8167,3688,-1
40708,1047,4072,-1
40709,8906,10852,1
40710,10418,5570,1
40711,6332,6222,1
40712,701,7913,-1
40713,2077,9983,0
40714,5552,2751,-1
40715,6415,7702,-1
40716,3402,9675,1
40717,1377,3292,-1
40718,6219,859,-1
40719,5022,10503,0
40720,4145,3715,-1
40721,3457,7744,0
40722,109,8208,1
40723,2603,6219,1
40724,12004,8367,1
40725,3752,5224,-1
40726,10212,1865,-1
40727,2505,4240,1
40728,5315,10340,1
40729,4738,6629,1
40730,11321,6629,-1
40731,4738,10911,1
40732,594,90,-1
40733,4630,9760,1
40734,7040,7141,1
40735,3598,7713,-1
40736,3319,11199,1
40737,3247,9082,-1
40738,11729,11729,1
40739,925,11708,-1
40740,237,8998,1
40741,4270,1703,-1
40742,4823,1836,-1
40743,12022,6157,1
40744,7645,9080,-1
40745,925,5344,1
40746,2266,9345,1
40747,10745,433,1
40748,3129,4868,-1
40749,226,7612,1
40750,11288,7744,1
40751,8317,5040,1
40752,9642,9675,1
40753,5253,5699,-1
40754,10295,3808,1
40755,7960,9486,1
40756,9540,5170,-1
40757,4858,11905,0
40758,6234,11905,1
40759,926,4381,1
40760,3214,10006,-1
40761,11398,259,1
40762,5136,10738,1
40763,11744,4309,-1
40764,1622,8516,-1
40765,10911,9144,1
40766,10563,9632,0
40767,3493,9600,1
40768,5090,9100,1
40769,4108,6741,1
40770,5689,1213,-1
40771,112,1213,1
40772,11196,891,1
40773,353,11653,-1
40774,7669,10677,1
40775,4185,5585,1
40776,4004,7116,-1
40777,1846,8551,1
40778,7645,8056,-1
40779,1522,11727,1
40780,2796,915,-1
40781,2712,829,1
40782,2878,10348,-1
40783,6007,4754,1
40784,7967,7744,1
40785,10841,132,-1
40786,7240,4329,1
40787,7669,7995,0
40788,4991,3708,1
40789,3930,7995,1
40790,2064,4413,1
40791,6677,10669,1
40792,8267,190,-1
40793,1814,11897,-1
40794,1861,190,1
40795,2696,11800,-1
40796,5414,6907,1
40797,2584,4630,-1
40798,5819,1204,0
40799,859,10540,1
40800,12038,2343,1
40801,11793,1241,-1
40802,9283,2446,1
40803,571,11434,1
40804,4073,2931,-1
40805,4900,3077,1
40806,3672,4109,-1
40807,1846,10281,1
40808,10149,8340,1
40809,1503,2522,1
40810,2910,1241,-1
40811,6145,7644,1
40812,6531,4713,-1
40813,8573,6728,1
40814,3930,7003,-1
40815,2846,226,1
40816,9220,1387,1
40817,5214,7989,1
40818,10263,5992,1
40819,9313,4615,1
40820,8748,2229,0
40821,7883,7188,-1
40822,6154,6623,1
40823,11693,7967,-1
40824,11518,2211,-1
40825,5752,5410,-1
40826,8819,10827,1
40827,11761,1417,-1
40828,2747,459,-1
40829,6219,1103,-1
40830,4518,8668,-1
40831,5675,5036,1
40832,5097,5353,-1
40833,3761,1025,0
40834,10371,5261,1
40835,7318,5600,1
40836,10541,11316,0
40837,8245,2195,1
40838,8198,2505,-1
40839,4883,5787,1
40840,750,4108,1
40841,2736,10295,1
40842,701,5110,1
40843,8900,6434,-1
40844,5136,3653,1
40845,4289,8650,1
40846,5623,7573,-1
40847,9098,11633,-1
40848,4458,4780,1
40849,5726,121,0
40850,200,7663,0
40851,5974,10867,-1
40852,1486,5823,1
40853,5916,8935,-1
40854,9042,303,1
40855,5675,551,1
40856,7413,11518,1
40857,9617,11518,-1
40858,11518,11518,1
40859,11744,3373,1
40860,1249,4309,-1
40861,2433,8322,1
40862,4124,4309,1
40863,4309,2114,-1
40864,4821,6955,-1
40865,8243,3660,1
40866,3493,121,1
40867,4780,6115,1
40868,5555,9303,0
40869,869,7883,1
40870,772,7663,-1
40871,2075,10774,-1
40872,2853,7663,-1
40873,1503,3224,1
40874,1703,9116,1
40875,3794,5610,1
40876,6145,11781,1
40877,254,10893,1
40878,5623,4816,0
40879,287,3164,1
40880,81,6131,-1
40881,3544,4577,1
40882,3544,4577,1
40883,571,2812,1
40884,2603,551,1
40885,2405,9806,-1
40886,9293,3951,-1
40887,8906,8294,1
40888,5705,2291,-1
40889,6440,8516,1
40890,8949,6440,1
40891,9313,2291,1
40892,4619,827,1
40893,5888,10281,1
40894,7233,9283,-1
40895,5623,9283,1
40896,11710,7433,1
40897,694,2649,1
40898,11384,4218,-1
40899,2026,4649,-1
40900,7239,9469,-1
40901,6403,9899,1
40902,1287,11466,1
40903,1034,9617,1
40904,1633,4823,-1
40905,4218,460,-1
40906,10603,10348,-1
40907,6369,7625,1
40908,9098,10558,-1
40909,8222,7318,-1
40910,636,9210,1
40911,1803,178,-1
40912,5097,9928,1
40913,1008,9210,1
40914,4713,11228,1
40915,4883,112,-1
40916,3383,1522,-1
40917,6270,2351,1
40918,1832,9210,1
40919,8126,1417,-1
40920,5675,3660,1
40921,11385,4437,1
40922,222,265,1
40923,9925,8511,-1
40924,6113,8528,1
40925,9732,5899,1
40926,5967,9019,1
40927,5623,9600,1
40928,2583,540,0
40929,7967,864,-1
40930,11757,8700,1
40931,1810,1415,1
40932,7012,519,-1
40933,9002,11757,1
40934,8344,11497,1
40935,10611,11497,1
40936,1703,4816,1
40937,10604,3794,1
40938,11950,765,1
40939,8376,765,1
40940,9194,1486,-1
40941,5186,3347,0
40942,10911,3295,1
40943,10952,8636,1
40944,4830,2219,-1
40945,11685,6108,-1
40946,1782,7003,1
40947,3053,9137,1
40948,1633,10222,1
40949,8728,571,-1
40950,5585,737,1
40951,11450,193,1
40952,1703,8294,1
40953,10597,1341,-1
40954,3197,11434,1
40955,7846,5941,-1
40956,8906,1544,1
40957,8327,264,-1
40958,11218,10832,-1
40959,10690,11228,1
40960,4443,8700,1
40961,1025,2137,1
40962,7381,97,1
40963,10998,7968,1
40964,1703,9283,1
