Character_1,Character_2,Win_Probability
10035,8842,1
6069,2888,-1
744,2888,1
744,5773,1
7832,744,-1
2015,8008,1
9534,6433,-1
9730,6433,-1
4927,6433,-1
4439,6433,0
9028,6433,1
9631,5205,-1
10085,5205,-1
8443,5205,-1
11895,8443,-1
11813,11895,1
1832,11895,1
184,10534,1
2444,11631,1
10919,11631,1
12030,11631,-1
9521,11631,1
7971,11631,1
2888,9521,1
4312,9521,1
5773,4312,-1
1881,4312,-1
2888,4312,-1
9661,853,1
12030,7700,-1
9521,7700,-1
5773,7700,-1
4405,7700,0
7700,6554,1
7700,7244,-1
7700,9875,1
1526,5750,1
1526,897,1
4847,10163,1
7027,9075,1
11380,4108,1
11462,2524,1
3872,58,1
11826,300,-1
10849,526,0
9848,8464,1
5273,2874,1
11358,2315,1
5806,8617,1
11363,8825,1
10719,870,1
4274,8907,1
10129,9054,-1
10129,7681,1
11169,6255,-1
10238,7580,-1
1781,9667,1
245,2269,-1
4116,11357,-1
3801,98,1
3760,401,0
6722,9801,-1
1546,2874,1
11688,4723,-1
8669,2461,-1
11431,9932,-1
7567,4274,0
558,7702,1
245,798,1
175,6017,1
9433,10129,0
10654,5666,1
2601,9690,1
6724,10962,1
7569,3889,1
2126,6175,1
5101,7040,-1
8635,6546,-1
11880,6899,1
11519,10355,1
2126,9137,1
8613,7584,-1
4074,7469,-1
6958,6572,1
6958,6652,1
1705,2830,-1
9838,7917,-1
4487,3945,1
6536,1187,1
473,6048,-1
5897,7040,-1
2909,41,1
2757,439,1
2126,8739,1
5160,5808,1
3777,3408,1
7958,9805,-1
8950,6948,1
10948,11299,-1
693,2272,1
3139,5849,1
9283,6259,1
6524,12059,-1
7388,12045,1
2219,2683,-1
2364,10276,-1
1991,9598,-1
1291,1916,0
9971,8378,0
7281,4214,-1
7878,5725,-1
5773,8842,-1
8842,5773,-1
2056,2015,-1
5476,6433,-1
2430,11895,-1
7585,7700,-1
1502,11631,1
2888,8312,1
2888,8312,0
5747,7700,-1
8107,7700,0
10927,7700,-1
10129,3390,1
4180,4767,1
5956,1611,1
12037,3792,-1
4098,7119,-1
7469,5944,-1
5219,6899,1
4054,5944,-1
8249,1490,-1
785,2683,-1
4702,5104,-1
8205,6445,-1
4603,5492,1
3632,3557,-1
1521,2093,1
6996,9061,-1
2126,5492,-1
9875,10705,0
5278,2458,-1
7266,9383,1
7324,10754,-1
6721,6611,-1
5278,9730,1
7762,10136,-1
8714,7292,1
8455,3655,1
5883,9584,-1
558,10175,-1
1810,5492,-1
7743,5883,-1
4603,8697,1
6299,5671,-1
6996,2625,-1
10849,5671,1
3419,7785,1
7881,3711,-1
11631,4552,1
7527,7946,-1
8107,10651,1
5323,7324,-1
8363,4249,-1
5556,9645,-1
4702,9584,-1
3557,9584,1
9522,9584,-1
4702,7292,1
8455,4840,1
3296,7502,1
558,5492,-1
11880,5492,0
4535,2031,1
4921,3296,-1
597,3557,-1
1658,2787,-1
2041,11881,1
5119,6316,1
6611,2683,0
7527,6898,1
11631,6721,-1
2888,10378,-1
1281,684,-1
4603,4775,1
6317,3019,-1
11359,6071,1
9775,6511,1
5699,8829,-1
7826,8829,1
5309,8829,1
11368,8829,-1
4232,8829,1
11880,8829,1
103,4786,-1
10285,4786,-1
5294,4786,-1
4496,4786,-1
4264,4786,-1
5709,8887,0
6958,6483,-1
131,1023,1
2955,1023,1
597,2431,-1
1023,8984,-1
4650,1023,1
3383,1023,-1
1126,5699,1
6324,5699,1
7266,8829,-1
1658,8829,1
3072,5699,1
6742,4786,1
10268,4786,-1
993,12059,1
597,1220,-1
2702,1023,1
4002,1739,0
850,8483,1
850,1739,0
8613,1739,-1
9747,1739,0
558,1739,0
1498,1739,0
10368,1739,-1
4535,4258,0
7323,5179,-1
3818,5179,-1
8669,5179,-1
4292,9552,0
10051,9552,-1
558,10508,0
6324,10508,1
7585,10508,0
2340,10508,0
2683,10508,0
558,7700,1
7965,7965,1
4702,5068,1
1473,1304,1
1498,11619,1
8415,11619,1
4849,8931,1
10035,7266,1
11880,7266,-1
7266,6681,1
11910,3712,1
6996,3712,1
8948,11606,1
5395,9062,1
2498,1826,-1
3442,3284,-1
5356,3712,1
5309,5404,1
3072,10546,0
1658,10546,-1
118,1304,1
1789,1304,1
2342,2342,0
6380,2342,1
177,7266,1
10035,7266,1
1498,7266,1
558,7266,-1
7266,8415,0
7266,558,1
558,7266,-1
7266,7266,-1
9312,10458,1
6866,10458,-1
10033,10458,1
4921,10458,-1
7940,904,-1
7940,10033,-1
7940,3066,-1
7302,9386,0
9240,8483,-1
9240,1739,-1
3072,5138,1
177,5138,1
131,5138,1
8761,3072,-1
903,1281,1
7462,7244,1
5589,11877,1
5673,9709,1
11065,2528,1
6361,11875,1
2319,11198,1
9428,4033,-1
9428,4074,-1
7549,2946,1
11943,1023,-1
1023,8206,0
7773,6883,1
3541,371,-1
371,5925,1
6423,8978,-1
6444,1739,-1
7700,1739,1
6775,1739,1
2866,1739,-1
6958,11245,-1
1291,11213,1
261,5229,-1
3277,5105,-1
8700,5197,0
7527,11069,-1
7323,9552,-1
2866,9552,-1
1739,9552,0
8483,9552,-1
1281,9552,-1
5125,4460,-1
9795,5572,-1
10458,4084,1
3262,1700,1
3265,5817,-1
10458,10310,1
4603,6744,1
11877,1017,0
2635,237,1
7266,7462,-1
7266,5309,-1
7266,4460,-1
6324,4460,-1
9663,4460,-1
11877,4460,-1
11655,4460,-1
7158,10011,1
4535,10011,0
6204,10508,0
9747,10508,0
7965,10508,1
1658,3284,1
11880,3284,1
558,3284,1
1473,3284,1
4098,3284,1
7378,3284,1
11910,7266,-1
177,3399,1
858,3399,1
11302,9318,0
3072,9318,0
4535,9318,0
7266,6681,1
8124,7266,-1
1658,7266,-1
7266,3369,1
11619,3369,1
5904,8931,-1
4346,10458,1
11862,4395,-1
4535,6941,1
10849,6941,-1
6681,8887,-1
558,8887,-1
4395,8887,1
558,3617,1
7266,11620,1
7266,11620,1
7266,11620,1
6718,11862,-1
10911,10458,-1
11880,5138,1
11655,5138,1
10299,11155,1
5727,11155,1
1658,11155,1
7888,6522,1
2866,5265,-1
5309,7244,1
2770,8761,1
5068,7244,-1
10035,7244,1
11377,7244,-1
177,7244,1
4702,7244,1
11155,7244,-1
12053,9928,-1
5125,1498,0
5125,11196,-1
2770,1295,1
2446,168,1
4074,6195,-1
9850,9061,-1
177,9584,1
558,2625,-1
8614,6445,1
6996,6958,-1
8107,5492,-1
4603,9193,1
10705,280,1
4346,9061,1
4374,10919,-1
10035,10697,-1
6721,4701,-1
6722,4028,1
6695,10478,1
177,1096,1
10004,10723,-1
3419,11766,1
9775,664,-1
9775,5309,1
1521,1284,1
9704,4930,-1
794,1735,1
4839,11789,1
10741,7743,1
7099,4460,1
558,1386,1
7773,6695,0
4337,11789,1
3419,11789,-1
7099,9869,0
10458,11789,1
9747,11789,-1
2431,3175,-1
12028,3175,-1
794,2517,1
10035,8829,1
9747,8829,1
850,8829,1
3072,4460,-1
11235,4460,0
1192,4460,-1
4232,4460,-1
4746,6198,-1
1521,4786,1
8974,4786,-1
2340,4786,-1
4028,4786,-1
5589,769,0
7247,4786,1
10971,8887,-1
5356,11446,1
7158,3758,-1
168,8887,-1
10697,8887,1
9704,4702,-1
558,7922,-1
168,1179,1
1066,1179,-1
7235,8749,-1
6958,83,1
131,1023,1
11802,1023,1
6958,2656,-1
12028,4716,1
8107,9325,1
6958,3046,-1
11357,10565,-1
1564,1023,-1
3340,1023,-1
3896,8978,-1
10849,7864,-1
10546,7864,-1
4005,7864,1
6958,5525,1
371,9807,1
5207,8399,1
1386,288,1
10053,1023,0
5376,7394,0
7502,5376,0
6086,10548,1
7773,1840,1
10783,1739,0
8483,1739,-1
6093,8483,-1
10345,8483,1
10035,8483,1
1498,8483,1
10783,8483,1
3603,9170,1
12010,1291,1
7266,261,-1
7948,475,-1
7930,261,-1
5463,2346,1
11880,3010,-1
177,8442,-1
1775,2900,-1
11693,2409,1
7567,3010,1
9170,6933,1
4103,7847,1
1658,1818,-1
1818,4103,1
7099,261,-1
7864,7876,0
7266,2939,1
3010,7135,-1
5863,3607,1
3655,10285,1
8669,9552,-1
8613,9552,-1
11092,9552,0
9704,11092,1
10035,1387,1
1387,11092,1
9747,1387,-1
8483,1387,-1
1298,22,1
10458,11860,1
1914,10511,-1
7586,11877,-1
1281,8249,-1
5382,10044,-1
3132,7076,1
8083,10035,-1
9850,3896,-1
4603,1017,1
1498,2923,0
3262,9909,1
4460,8829,1
1658,4460,-1
850,5179,0
8086,5179,1
8613,5179,-1
5956,10508,1
850,10508,1
9704,10508,1
11880,10508,1
8124,10508,1
1658,10508,0
11256,3284,1
5850,7323,1
5850,10051,1
2888,2498,1
1502,2498,1
5956,9318,0
11655,9318,0
4565,9318,0
5356,9318,1
3557,4603,1
11302,4603,1
4603,4603,0
8124,3362,1
2900,3362,1
1498,8415,1
8124,558,0
1658,558,0
177,8887,1
9076,8887,0
9747,8887,-1
1498,8887,-1
9704,8887,-1
10849,8887,-1
9396,8887,1
4535,8887,1
2062,10458,0
5852,10458,-1
9396,10458,-1
4535,10458,-1
9061,10458,0
177,10458,-1
8891,5265,-1
8891,4063,1
8891,9168,1
3277,8887,1
8455,8887,1
7940,7940,-1
4535,3712,1
7266,7244,-1
4702,7001,1
8249,10310,-1
558,10310,-1
9875,1027,-1
850,1027,1
5820,1027,1
1281,1027,0
473,5355,1
597,237,1
11880,11825,-1
9747,7585,-1
5125,8455,-1
4084,8455,0
3419,3148,-1
11484,10962,-1
4264,6254,1
5356,7874,1
5104,6958,1
10919,4721,1
10035,5278,1
1658,3212,-1
9875,11619,-1
4264,5298,-1
7950,5298,-1
7821,6722,-1
10705,2741,1
2888,4701,1
1564,9028,-1
8086,331,-1
8124,10382,1
7821,11619,0
11619,280,1
8669,10705,-1
9775,7743,1
3730,1096,1
3730,3237,1
11359,9775,1
7719,809,-1
5470,2171,1
3381,4243,-1
10458,4839,1
7826,7135,1
9775,1284,1
169,3237,1
169,3237,-1
5956,3237,1
4839,10723,-1
11766,10723,-1
7826,11766,1
558,3839,-1
10004,10019,-1
5125,4902,0
7965,7567,1
5125,3333,1
9704,9775,-1
5068,7001,1
10577,450,1
11910,4786,-1
450,8177,-1
5451,1498,-1
7632,11943,-1
672,5877,1
9747,3859,-1
7632,4786,1
9210,4786,1
7939,4786,-1
3340,4786,-1
8124,4786,-1
390,10307,-1
1023,1980,1
6361,1291,1
1652,2051,1
10697,1023,1
8107,3046,-1
4200,3655,0
2953,2051,0
9494,1023,-1
10053,1023,1
177,3046,-1
8755,4519,-1
8755,7513,-1
597,4519,-1
1023,7956,1
1023,2617,1
1023,364,-1
1023,6296,-1
8177,4373,-1
6298,4373,-1
2431,6298,1
8108,6298,1
10987,8177,1
6361,9031,0
9747,3712,1
2461,11868,-1
8086,8974,-1
3839,1775,-1
1818,5229,-1
8442,1291,-1
8442,4103,1
9170,5525,1
4103,5197,1
6996,7847,-1
6256,5197,-1
2093,3725,1
5105,7847,1
11596,5682,1
1521,7847,1
7864,5229,0
3010,261,-1
8985,1291,-1
1818,10352,-1
8425,256,0
6958,3331,-1
6803,8686,1
141,8266,-1
1422,3150,-1
1739,1387,-1
7094,6981,-1
10458,6981,1
8455,9909,1
10035,11868,1
237,10904,-1
3419,2948,1
8249,10044,-1
5973,5309,-1
11877,3277,-1
1220,2948,1
2948,10904,1
6902,10904,-1
10051,5179,-1
8974,10508,1
2498,2218,0
4603,4603,1
10035,11619,1
4849,2282,1
5298,10458,-1
3712,4395,-1
5579,5663,1
558,11880,1
10697,7874,0
10378,10136,-1
3711,10136,-1
8455,5492,1
9915,1781,1
5415,4603,1
318,10705,1
8124,280,1
1521,6991,-1
4439,1112,-1
280,5877,1
5904,5298,-1
4687,8538,-1
177,1473,1
1284,1096,1
177,9775,1
7826,1096,1
3839,10741,-1
4839,7719,1
3175,10478,-1
11766,4839,1
3730,4930,-1
9775,8698,1
1386,6069,0
169,1502,-1
10004,4040,-1
2431,10004,1
4839,10004,-1
11766,10004,-1
9775,4930,1
3419,4676,0
9747,1096,1
177,1386,-1
7099,2517,1
1386,10741,-1
1294,2132,1
7563,3742,-1
4603,4786,1
6681,4786,-1
7266,8887,-1
1604,1498,-1
9061,5374,1
1502,480,-1
1023,5589,-1
12010,8749,-1
9061,649,0
1818,9291,1
7266,9291,-1
7266,4213,1
3603,5525,1
11218,6933,-1
3277,3188,1
4725,8644,1
8755,10904,1
4535,237,-1
9775,1096,-1
794,9721,-1
4337,7949,1
2945,1851,-1
5207,4687,1
8757,11096,1
8901,7274,-1
6218,6990,1
9875,6580,1
3303,6580,-1
4702,6580,1
9747,6580,1
9704,6580,1
8086,6580,1
7864,11661,-1
55,6088,1
4501,261,1
3419,6791,1
7266,11617,1
5320,9984,-1
1261,9984,-1
6064,9984,-1
8932,6959,1
10458,9909,1
6689,9909,1
4763,9909,1
168,7388,1
1455,9742,-1
9892,5390,0
2340,11256,1
1658,562,0
7494,4380,0
5451,217,1
567,7244,1
8613,217,1
8932,10886,1
4460,5374,-1
4103,10557,-1
2819,11179,-1
12010,2839,1
4569,6113,-1
11337,2446,1
8124,7001,0
4501,10097,1
7569,10097,1
7773,10097,1
10458,10097,1
10097,6849,-1
6390,6873,0
2755,5964,0
10654,5964,-1
11254,5964,-1
4562,5964,-1
11548,5964,-1
4825,5964,-1
5963,5964,0
4501,7099,1
4501,664,1
4501,219,1
4501,1810,1
4501,1291,1
4764,6791,1
8545,6791,1
2431,6791,-1
9061,6791,1
248,9984,-1
119,5279,1
4292,9325,-1
8845,5450,-1
9076,2551,1
11782,9984,-1
5268,9984,-1
5278,9984,-1
9984,1516,1
9984,11153,1
9984,11194,1
7292,9984,-1
8166,1281,-1
7337,8166,0
2730,1122,0
3655,8699,1
2888,2538,-1
9837,3212,-1
10849,5139,-1
12010,9020,1
12010,450,1
11013,2266,1
5415,7944,1
450,7944,1
7762,1803,-1
6642,1803,-1
4697,831,1
4697,7380,0
763,10653,1
3219,10175,1
652,10175,1
597,3066,-1
11655,922,-1
2792,10175,-1
10546,1833,0
1036,11232,-1
1457,10064,-1
1521,5527,1
5556,5556,1
6170,10960,1
7546,8277,1
5626,3102,1
6170,3102,1
4869,3614,1
10466,8249,-1
11602,6858,1
2888,7093,-1
9522,11288,1
8613,6699,1
4346,4697,1
9875,10182,-1
5278,1803,1
8613,10983,0
3660,4445,1
206,8613,1
206,6699,-1
7487,2582,-1
2093,9451,1
4921,4410,-1
11618,5101,1
11013,11618,-1
11013,652,1
511,1017,1
7965,1737,-1
1502,2027,-1
558,4964,-1
10546,6796,1
4808,10175,1
4774,10175,1
836,10175,1
2867,10175,1
10284,10175,1
8845,10175,1
7046,10175,1
3266,10175,-1
9704,10175,-1
8169,10175,-1
4231,10175,1
1281,10994,-1
8086,7308,1
10274,10935,1
6008,2027,1
4358,10175,-1
9704,10175,-1
2953,5088,1
2953,6855,1
5523,11446,-1
5003,11331,1
8277,5769,1
5051,5769,1
9846,10175,-1
4012,10175,1
1512,10175,1
11880,10175,-1
11394,10175,1
5139,10175,1
4903,3638,-1
1291,856,1
11910,11910,1
6361,1725,1
11655,1725,1
4535,1725,1
7946,11375,1
5278,11375,1
8974,11375,-1
7527,11375,0
7501,2888,1
11616,4750,1
6361,8700,1
6996,475,-1
7003,8905,1
10910,1646,1
2026,9547,-1
5673,5356,1
8277,4270,1
5051,4270,1
2953,4270,-1
5769,4270,-1
2888,7769,-1
10238,10188,0
8117,8277,-1
2026,6928,1
9329,3724,-1
7773,7944,1
10722,7944,-1
6773,7944,-1
5993,7977,-1
776,7944,-1
2402,10577,-1
2402,4395,-1
7987,7944,1
2888,10441,1
9894,2338,-1
8813,176,-1
6699,4084,-1
5956,6699,1
176,10983,1
2888,9245,1
7093,7580,1
10207,1882,-1
2888,763,-1
7942,3818,0
6699,8813,1
2945,6699,-1
11561,10276,-1
2945,3277,-1
8086,10983,1
1281,10983,1
7762,10983,1
9847,4758,1
2031,9984,-1
664,9984,-1
11368,9984,-1
5125,9984,-1
7129,9984,-1
9984,11267,1
4846,9984,-1
10434,9984,-1
766,9984,-1
11880,558,1
11880,558,1
8166,1135,-1
544,752,1
3419,6959,1
11254,6959,1
9984,2132,-1
4687,6959,1
1851,6959,0
9510,6959,-1
8624,9984,-1
11298,9984,-1
577,9984,-1
7247,9984,1
11514,9984,-1
2866,9909,-1
672,9909,-1
1469,9342,1
2093,7547,1
2461,8940,-1
248,11073,1
4921,5599,-1
3998,11256,1
5436,11256,1
4380,4599,1
4031,7531,1
6190,11256,1
2108,1921,1
9433,10670,-1
7266,4380,-1
794,7651,-1
1965,3954,-1
3419,9152,1
2790,9170,-1
9101,7379,1
1486,1273,-1
4264,6681,1
2108,1122,1
11602,1849,1
2960,1765,1
2108,1529,1
7156,8537,0
7965,217,1
5956,217,1
1490,217,-1
10035,11813,1
11880,7244,1
6831,217,-1
8290,10468,1
5882,11813,-1
248,3042,1
277,8887,0
8755,6693,0
10985,8844,-1
9849,2546,-1
977,2096,1
10107,11315,0
1281,1960,1
3017,2108,-1
5358,8592,1
746,6093,1
3331,8841,-1
5956,7789,1
11655,5320,1
9921,3730,-1
1502,4789,1
9193,36,1
248,36,1
4380,36,1
11880,36,-1
2973,10629,-1
9842,2839,1
2523,4544,-1
3735,4544,-1
131,5875,1
11235,5334,1
7912,5334,-1
9704,5334,1
8864,5334,1
6008,5334,-1
8864,5386,0
9396,3246,1
9396,4395,-1
4921,5334,1
4921,8864,1
1126,4921,-1
8891,1549,1
6069,6204,-1
8613,2683,-1
3072,6204,1
1658,6204,1
7965,6204,1
5956,6204,1
8613,6204,-1
206,8613,1
2492,206,1
4869,2636,1
558,4457,-1
8405,206,1
206,3918,1
204,2710,-1
8714,3660,1
4590,11710,-1
3918,2710,-1
206,184,1
7785,2582,-1
5205,3619,-1
3918,6352,1
8613,2660,-1
8613,9305,-1
3340,1291,-1
6170,9898,1
4702,7004,1
2888,4292,-1
5909,3735,-1
5298,5298,-1
567,5589,-1
11013,5101,-1
4545,475,1
8310,12016,-1
8937,3513,0
494,1142,-1
7821,5920,1
6774,3277,-1
7821,5920,1
5945,424,1
5945,8771,1
8310,10175,1
664,10175,1
9368,3877,1
9875,5451,-1
5589,11877,1
6277,9614,1
2543,10175,-1
6358,10175,-1
9704,10175,-1
5104,10175,1
5523,10175,1
12016,10175,1
1437,10175,1
2953,4496,-1
6209,4496,-1
2953,5769,-1
6027,6170,-1
177,6311,-1
7004,5101,-1
11609,2523,1
11331,11331,1
11331,11331,1
8107,4277,1
4661,10960,-1
4661,10175,-1
9396,10175,1
1914,1357,-1
6366,10175,-1
2845,10175,-1
6316,9875,-1
6316,9875,-1
6316,9875,-1
8107,5761,1
2239,10329,-1
9730,1498,-1
3463,8277,1
168,9866,-1
3072,5848,-1
5590,2993,-1
5352,2512,-1
2512,5590,-1
1441,10629,1
11668,5530,-1
1697,5530,1
7946,5530,1
8974,5530,1
5556,5530,-1
881,7380,-1
8974,5994,1
6394,7676,1
11012,7676,1
2875,7676,1
9463,7676,-1
5528,7676,1
3010,7676,-1
558,3463,-1
2845,9846,1
3102,3724,-1
8590,3724,-1
2553,945,1
10537,9329,1
5437,7944,-1
2402,94,-1
2402,11713,-1
2402,9312,-1
4869,1143,1
2429,11375,-1
4702,6699,1
5144,176,-1
5451,3993,-1
8714,7939,1
10458,9076,1
1281,7826,-1
558,8372,1
2793,5699,1
11880,5699,1
558,5699,1
8669,5029,-1
5993,6390,0
282,6088,1
11548,5964,-1
8613,10375,1
8669,10035,-1
9850,4756,1
6666,6088,0
6317,6088,-1
6088,9995,1
4501,8455,1
4501,11596,1
4501,8932,1
4501,10497,1
4501,4084,1
3419,2888,0
3419,10877,1
567,6791,-1
9396,6791,-1
5909,9096,1
9312,7864,1
4756,9984,-1
3072,9984,-1
9842,9984,-1
8651,9984,-1
5298,9984,-1
9747,9984,-1
4175,9984,-1
6800,9984,-1
10654,9984,-1
2755,9984,-1
11619,9984,-1
9423,9984,-1
106,886,0
2601,6170,-1
4921,6959,1
3655,6959,1
1294,8175,0
4337,1294,0
9831,9984,-1
11655,9984,1
10746,9984,-1
1589,9984,-1
6536,9984,1
9984,6773,1
3138,9984,-1
9984,7987,0
4130,9388,1
9892,1062,1
4780,4138,1
597,10371,1
4822,10565,1
2331,7156,1
2483,9742,1
4702,5399,1
6132,10371,-1
11164,1122,0
3277,22,1
8613,1502,1
1911,9742,1
2126,3088,-1
3277,8266,1
4031,1322,1
5945,1250,0
7001,3954,1
9704,3954,1
9436,1849,-1
1502,924,-1
8538,2107,-1
3088,10255,1
3998,4130,-1
248,3742,1
5298,7244,-1
6368,2836,-1
2730,4651,-1
1353,2406,-1
7452,9797,-1
2864,2730,1
5808,217,-1
1290,4811,1
7226,4811,1
9375,7831,1
10979,1455,1
2905,4920,1
7826,7266,1
7821,7266,-1
7266,4222,1
1868,1502,-1
9849,2546,1
977,2096,0
2108,105,1
4690,11826,-1
9785,6405,1
11578,7127,-1
7946,4499,1
7623,2714,0
10654,9547,-1
7292,36,-1
6008,36,1
10035,4380,-1
5721,8984,-1
5395,4380,1
6524,10051,-1
4535,5589,1
4920,10609,-1
10911,10609,-1
8864,4232,0
1192,8864,0
8864,1077,0
1658,8864,1
558,8864,0
9842,8864,1
131,8864,0
8891,5334,0
10035,8891,1
1498,8891,1
850,5334,-1
131,5334,1
8796,5334,1
11655,5334,1
6775,6204,1
8974,6204,1
8107,6204,1
6324,6204,1
9704,6204,1
11880,6204,1
4457,11507,1
6277,9305,0
2678,3660,-1
3619,3660,-1
206,4590,1
2710,8613,-1
206,2710,-1
2867,2678,1
206,8613,1
8613,5626,-1
4347,10024,-1
2888,9875,-1
2026,5438,1
1291,10175,1
10671,1324,1
5714,4990,-1
10849,10175,1
5523,5523,1
7832,3914,0
1762,5573,1
2346,10688,1
1017,4410,1
1142,5945,-1
4186,5589,-1
7948,10175,1
3568,10175,1
9704,10175,1
10987,6612,1
7821,5294,1
5051,11798,1
11798,8481,-1
4821,8481,-1
2993,8481,1
8277,8481,1
9376,10175,1
10047,5769,-1
5352,5769,-1
2512,5769,-1
9020,4882,1
4882,6809,1
473,10268,0
1521,5725,-1
10546,5852,-1
10546,6077,-1
4439,6831,1
9747,1498,1
2973,2825,-1
11375,1697,-1
11375,11668,1
8145,11375,-1
11375,3978,1
8177,10839,1
8277,10960,1
9752,1498,1
10760,1498,1
10064,168,1
9918,450,-1
572,7676,1
141,7676,1
2512,6871,-1
8467,2512,-1
3102,9329,1
8590,9329,1
11548,7944,1
177,7944,-1
7549,7944,-1
9984,7944,1
4562,7944,1
7266,7944,1
7937,7944,0
1465,7944,1
10447,7944,-1
2402,1677,-1
8948,2402,1
177,8188,1
9522,9885,1
473,7418,-1
5882,10375,1
11395,255,-1
1502,5029,-1
10051,5029,1
7323,5029,1
11567,7734,0
10051,5345,1
7323,5345,1
5345,11567,-1
9959,6088,0
11303,6088,0
8175,6088,1
5177,6088,0
3059,6088,0
2755,3434,-1
4501,9476,1
4501,4456,-1
4501,7569,1
4501,7864,0
11481,6791,-1
9849,6791,1
3046,6791,1
3066,6791,1
3148,6791,-1
4763,6791,-1
3072,7944,0
5720,9984,-1
177,9984,-1
8714,9984,-1
4603,9984,-1
6483,9984,-1
5399,9984,-1
4697,9984,-1
6034,9984,-1
8660,9984,-1
6071,9984,-1
9838,9984,-1
10709,1294,0
7864,1294,-1
9915,1294,-1
6959,1294,-1
9704,6959,1
2888,6959,-1
8666,9984,-1
11302,9984,-1
3128,9984,-1
8845,9984,-1
8266,9984,-1
7939,3212,1
8086,3634,1
693,5922,1
3212,36,-1
47,8184,-1
7388,8394,1
11446,6028,1
5339,11446,-1
597,4518,1
10239,4049,1
5626,10276,-1
8196,10264,-1
10985,2108,-1
4603,2108,-1
8086,9742,1
2730,2960,-1
1765,5571,0
11481,5330,1
10670,1182,-1
11280,924,-1
2406,3680,1
1652,7705,-1
4137,2208,1
11540,6480,-1
10035,3998,-1
4137,9482,1
8750,9403,1
5308,8272,0
780,524,1
11782,2999,-1
8415,4380,-1
3296,9152,1
858,2635,-1
858,2635,-1
2343,11609,-1
9403,1765,1
7355,1122,1
597,6578,1
10670,1122,1
10670,2208,1
177,7244,1
10459,9547,1
8796,4031,1
10044,9152,-1
4439,2520,1
4944,2955,1
5808,11204,1
3760,11204,1
9898,11204,1
7145,9742,1
7355,4137,1
1,217,-1
2864,1122,0
6699,11813,-1
11880,11813,1
4046,217,-1
6132,5432,1
7355,4651,1
9153,3072,-1
5205,1441,-1
4346,255,-1
2643,6659,1
11164,2960,1
7286,2730,1
4718,7244,0
422,11193,1
6480,4222,0
6031,597,-1
5395,2031,1
10035,10825,1
597,10825,1
4921,10825,1
204,8563,-1
8796,8864,1
8278,8864,1
11655,8864,1
2955,4395,-1
8761,177,-1
11880,8761,1
10035,5334,1
1498,5334,1
8107,5334,1
9747,5334,1
1281,5334,-1
558,6204,1
8141,3066,-1
8141,3046,-1
1498,7602,1
8086,7602,0
10362,6744,1
9795,4941,1
11922,10688,1
494,5945,-1
381,10175,1
7821,918,1
5051,8481,1
8669,5355,-1
2606,8124,-1
9858,3976,-1
1340,11731,-1
1675,11375,-1
5556,7501,-1
3935,11895,-1
2512,11356,1
3102,8590,0
12079,11617,-1
2132,7944,1
2402,9849,-1
4607,217,-1
4137,3680,1
10111,11475,1
558,8761,1
1281,5334,-1
9396,1171,1
11875,11030,-1
1096,8548,-1
6069,1265,1
558,5302,1
4825,11809,1
1502,7388,-1
519,11368,-1
318,6008,1
7946,1580,-1
6069,7388,-1
6069,3368,-1
3818,4371,1
3818,4825,1
3818,11895,1
7708,8619,1
12055,7708,-1
5037,5597,0
7708,8099,1
7708,6347,-1
7708,1864,-1
7708,10920,-1
7615,9150,1
10393,9833,1
5207,4880,-1
4341,9898,1
2461,3460,1
2770,3603,-1
844,5473,-1
7586,10546,1
10258,7772,-1
1469,7917,-1
6299,4969,-1
12037,12040,1
5382,5198,1
7527,9624,-1
9457,5920,1
2041,5920,1
7527,881,-1
6155,3927,-1
4374,9734,1
2873,3512,-1
11359,3927,1
8205,274,-1
8562,3560,1
11359,10277,1
7001,2027,0
177,4028,1
3578,850,1
10918,7388,1
11368,5105,-1
5278,11910,1
4222,8901,1
11897,6093,0
4014,2683,1
11343,8598,1
9580,7388,-1
6254,3303,1
1281,11274,0
8109,9663,-1
6190,6296,-1
3090,11484,-1
1305,6543,-1
7658,8604,0
10629,1063,1
3588,1063,-1
6718,11802,1
8937,9312,-1
63,8796,1
11910,7842,1
4519,2496,0
7137,2256,1
6742,3147,-1
4186,1345,1
4964,5162,1
3219,6543,-1
4944,3632,1
2041,11313,1
7891,12071,1
1126,11368,0
8086,11987,1
11096,3730,-1
3730,8993,1
2873,9974,1
9457,4101,1
9704,7354,1
9265,1851,-1
4200,11876,1
11619,2458,1
6316,5556,1
1634,9067,1
5298,2955,0
11655,8856,1
4014,9490,1
268,1305,-1
1658,268,-1
4702,2677,-1
5634,4448,1
8247,4448,1
9494,10498,1
7402,806,-1
3419,806,0
7949,1660,-1
5382,11313,1
2041,11943,-1
2970,2041,-1
839,5550,1
6110,5550,-1
558,5550,-1
6744,5550,-1
9304,1660,-1
12000,1660,-1
6699,7388,0
3362,1112,-1
1718,6069,-1
11368,2807,-1
10274,4520,1
690,10934,-1
9312,10934,-1
10458,10934,-1
7402,11222,0
9099,1660,-1
3839,5550,-1
881,2392,-1
558,2392,-1
5579,5550,-1
9837,2458,-1
8107,11876,1
6069,1502,0
7266,4562,1
2885,1841,-1
6803,11170,1
10494,9528,1
3217,6628,1
86,592,-1
5000,807,-1
6803,11890,1
6153,6524,-1
7965,6524,-1
177,6524,1
