Character_1,Character_2,Win_Probability
2790,3619,-1
10593,11798,1
1396,7370,-1
7093,11606,-1
11046,11798,-1
7127,2960,1
1580,10751,1
2367,11331,1
2461,2840,1
1480,2461,1
4098,1441,-1
4292,9742,1
1281,9742,-1
4511,9742,1
5207,10785,-1
9677,3624,1
4338,7565,-1
9346,5620,1
1337,2483,-1
4098,7743,-1
8669,6953,-1
11359,7632,1
4485,3297,-1
3730,1687,1
7380,1997,1
1491,7516,1
422,1441,-1
8997,78,-1
10713,4748,1
2864,7355,-1
7983,6261,-1
558,6261,-1
4374,6261,-1
8669,10218,-1
1914,10218,1
10961,2108,-1
7286,11164,-1
7286,4137,1
318,4083,0
5956,6016,0
5463,11552,1
4083,3619,-1
10671,8796,0
1949,2845,1
4603,2483,1
11910,4603,0
11302,7071,-1
6831,2102,-1
11331,2102,-1
1847,2102,-1
8254,2102,1
8669,8254,-1
2017,8254,1
3818,8254,-1
1281,8254,-1
5451,8254,-1
850,8254,0
10663,8254,0
3277,6008,1
2888,9875,-1
6958,8069,0
177,11880,-1
2888,4504,-1
11880,3212,1
2888,8086,-1
10523,850,-1
558,11880,-1
10523,8613,1
7060,12026,1
8254,7060,1
6138,7060,-1
7971,7060,1
9521,7060,1
2102,7060,1
2867,1498,-1
9892,9182,1
9892,4667,1
11880,9446,-1
8086,4789,1
9076,5356,-1
5382,2953,1
567,10546,-1
2888,10458,-1
5352,5590,-1
11619,5298,1
3229,844,1
10849,1896,-1
2093,1251,1
11655,8803,1
10985,9602,1
248,4042,1
6007,1539,-1
7821,7145,-1
4031,3259,1
1510,9620,-1
5956,2864,1
1540,9512,1
10537,8277,1
3984,10529,-1
4535,1793,-1
7821,4639,1
10546,8253,1
7145,10691,-1
6759,9488,-1
3839,4750,-1
5366,7676,-1
12059,10545,1
5217,10529,1
9439,4563,0
7495,7743,1
8107,4721,0
9704,818,-1
4213,818,1
11880,818,-1
2446,11622,0
7586,1118,1
4565,1172,1
9704,4721,-1
9494,4639,0
9027,4563,0
3922,7111,1
141,11464,-1
2483,8117,0
11910,2483,-1
141,11453,-1
10981,11453,-1
9945,11453,1
1652,11453,0
1036,11453,1
10529,10596,1
4545,5117,1
5217,7676,-1
4277,2953,-1
4277,141,-1
4277,1251,0
1701,3619,1
12045,235,-1
6254,235,-1
184,235,1
235,4137,-1
7743,558,-1
1112,2523,1
1112,4563,1
5431,8164,-1
7302,4563,1
5101,4563,-1
11013,4563,-1
5883,4563,-1
11368,6438,1
11368,844,1
9320,4786,1
558,10545,1
9320,10545,1
9320,7208,1
2331,7208,1
10537,10545,-1
3277,9983,1
9983,10545,1
4354,10545,1
10175,10545,1
3463,10545,1
4563,10545,1
3340,6722,0
4535,1991,-1
5298,1991,1
7247,1991,-1
5281,8670,1
1491,9472,1
1652,4088,1
11368,3588,0
2364,10024,1
7212,8538,1
7212,1182,-1
1491,5923,-1
7946,3605,-1
3212,496,1
1386,1251,1
558,1251,-1
1386,558,1
5101,6723,1
11343,2107,1
496,675,1
1525,1997,-1
6031,11616,-1
6550,11943,1
1697,7700,0
3890,2993,-1
3890,10529,1
3890,5366,1
3890,1525,-1
1532,735,1
1532,924,-1
6438,1532,1
10702,1532,-1
7897,1532,-1
597,4921,0
1386,5671,-1
1386,8117,1
1386,6610,1
9275,9488,-1
2401,9488,1
558,7462,-1
6849,4657,-1
2780,10414,-1
2780,9275,1
1118,5309,1
7309,6803,1
1716,11880,1
9439,11453,-1
11453,4563,-1
11293,831,-1
3309,9983,1
168,11030,1
7602,10691,1
5382,3463,-1
8741,10545,1
7208,8741,-1
9704,1441,-1
1441,6526,-1
5352,1491,0
1036,2785,1
10537,2785,-1
8741,2785,-1
4410,7321,-1
4164,1548,0
5523,1528,-1
7821,7370,-1
5671,11044,1
7821,11044,1
7821,5671,1
1634,2785,1
2208,10691,1
558,8741,-1
2845,831,1
6754,78,1
3010,7380,0
7380,1525,1
6027,4354,1
6027,10960,-1
6027,11464,0
6027,141,1
10529,350,-1
7821,4786,0
7821,3463,1
10035,6754,-1
3212,1251,1
3340,4563,-1
3340,5101,1
6164,10671,1
1793,4213,1
654,10255,1
7586,597,-1
11030,1023,1
280,9566,1
6047,5139,-1
844,7380,1
3212,2845,-1
1142,5281,-1
1652,115,1
5217,1525,-1
5366,407,-1
1525,7676,1
9558,11013,-1
4164,6660,1
11368,1548,-1
2340,11514,-1
4164,7197,-1
4164,12059,-1
5051,7380,0
7495,1943,1
3839,1441,-1
4750,3088,0
2840,3619,-1
10362,2840,1
10329,3619,1
1480,3619,1
1491,10329,1
10329,2840,1
3229,3984,1
3890,3984,-1
11043,2840,-1
1716,10197,0
1716,6170,1
9547,10529,1
3604,9512,1
10238,4951,-1
1357,3826,-1
7939,3309,-1
1033,8498,1
8498,411,1
10362,8498,-1
5366,3604,1
3604,350,-1
4996,10596,1
4996,10529,-1
3604,3150,-1
2864,7495,-1
9342,2864,-1
4371,6831,-1
2755,3463,0
103,3010,-1
572,103,-1
8900,558,1
8948,3758,1
7939,4088,-1
8107,10545,1
8124,7208,1
8124,9983,0
11910,10183,-1
10183,1251,1
386,3984,1
5366,2093,-1
4705,9512,1
10183,9620,1
87,9620,-1
621,9620,1
1548,9620,1
558,7495,1
4702,7495,1
3368,7495,-1
7495,7495,1
5383,7495,-1
7743,7495,-1
1305,1991,-1
1991,1305,1
1337,2406,1
2406,8507,1
1441,6415,0
10027,11097,-1
1441,11097,0
8613,2864,1
993,8268,-1
1652,3481,1
3277,3481,1
9210,3481,1
11880,3481,1
6775,11453,-1
6775,11232,-1
9210,8164,-1
8124,9027,-1
8124,4639,1
3984,9620,-1
2093,10183,0
11514,9620,1
11368,9620,1
10952,9620,1
2117,9620,1
2993,9620,-1
9439,6723,0
10537,3297,-1
4414,1441,-1
9937,6759,-1
10537,11044,1
3604,4211,-1
11464,887,1
4374,4956,0
10546,567,-1
881,6526,0
7950,1897,1
5463,1575,1
4473,6277,-1
7720,6722,1
177,2006,1
177,1184,0
177,10916,0
9265,3726,1
3981,1498,0
6777,3327,1
2272,5355,-1
10546,1775,1
11097,3724,-1
10685,2337,1
10685,8685,1
6884,2993,-1
6884,10529,1
2953,6884,1
9842,1023,-1
2553,7495,1
6777,7197,1
1646,4956,1
8084,9470,0
7743,9470,-1
11368,9470,-1
10272,6031,0
8086,10272,1
6170,1212,1
1376,8389,0
5157,1376,0
6299,1725,0
11957,7364,1
11561,7364,-1
8975,7364,-1
10900,7364,1
2780,7364,-1
9275,7364,-1
5688,7364,-1
9210,6551,1
10329,6551,1
558,5383,1
6551,5383,-1
10197,5671,1
11368,4956,1
11368,4956,1
6299,2721,-1
1510,2721,1
7965,3619,-1
1337,3619,1
7527,8904,1
11631,6569,-1
6316,6569,-1
558,4698,1
8460,4698,1
8277,4698,1
3463,4698,1
2093,4698,1
6958,4698,-1
1251,4698,1
2993,887,-1
8532,887,-1
1525,887,-1
97,887,1
3984,887,-1
5790,558,1
10910,6660,-1
3512,2026,1
1386,496,1
496,2093,-1
141,1251,-1
2953,141,-1
9842,9076,-1
5382,5671,1
5382,11044,1
10197,11044,-1
5382,6170,1
10197,6170,1
47,10685,-1
280,10685,-1
621,4211,0
5088,2721,-1
5217,4698,-1
7929,6759,-1
4075,6759,-1
4551,6759,1
3183,6759,1
11750,6759,1
1460,6759,1
11985,6759,-1
8663,6759,1
4165,6759,1
466,6759,1
2121,6759,-1
1229,6759,-1
9275,6759,-1
2181,6759,1
12023,11156,1
3212,11514,1
521,5101,-1
2945,404,1
1525,2993,-1
8107,8741,-1
4639,8741,1
9944,8735,1
1634,3463,-1
9733,2787,-1
8931,10563,0
6759,8662,-1
10849,3297,0
7100,11880,-1
11880,7100,1
1716,7743,-1
9752,4786,0
9752,4786,0
222,78,1
1441,6035,-1
7135,818,-1
78,818,-1
8644,818,-1
3297,818,-1
11724,11691,1
6140,11691,1
6140,11691,1
9457,11691,-1
8107,11691,0
11368,11691,-1
6894,11880,-1
6894,496,-1
7624,4750,-1
407,6928,1
5883,6723,1
1652,6723,-1
4702,3481,1
11880,1360,0
4687,7897,-1
1457,8277,1
9704,993,-1
1575,818,-1
1575,3297,0
8845,818,1
5848,818,1
9439,818,-1
5366,3984,-1
6913,3378,1
9364,1498,1
5366,1525,-1
1361,7342,-1
2512,1441,-1
4750,6863,-1
1687,9983,-1
2993,621,1
5051,407,1
2993,3984,1
2093,4354,-1
597,5852,1
2126,7100,1
7100,3619,1
6299,3605,-1
10197,7370,-1
12018,11880,-1
6871,1441,0
3378,5383,0
10910,3378,1
11585,8741,-1
10197,11798,1
4101,12059,-1
11156,6802,-1
4101,6802,-1
4101,11156,-1
4186,6201,0
10685,10778,1
4264,10778,1
11097,4918,1
2093,8741,0
7546,8741,-1
3463,8741,-1
5117,78,1
8164,8741,1
9326,9139,-1
3604,1525,-1
177,8651,1
1973,4786,-1
511,7922,0
511,177,1
8974,10778,1
9944,1470,-1
11877,1324,-1
3633,5064,1
9439,6523,1
6027,6826,-1
5671,8741,-1
2953,3340,1
8644,8388,0
12,10265,-1
3072,10265,-1
1118,10265,-1
9439,10265,-1
6754,10265,-1
9704,8697,1
131,9584,1
5172,11198,-1
5382,9704,1
5217,8277,-1
5217,2993,-1
2093,6170,1
2331,6170,1
10973,9602,1
1658,7135,1
1658,8164,-1
9795,5068,-1
7567,5068,-1
4227,11446,-1
5523,4227,-1
9376,7752,1
1295,4338,1
7826,3658,1
9991,3987,0
3212,3212,1
722,9855,0
7396,722,-1
722,7100,-1
7100,722,1
10688,722,1
2022,722,1
722,722,0
6035,4460,-1
9547,3984,1
4277,7956,1
9182,6415,1
8948,6311,1
1036,5309,-1
288,4338,1
5284,4338,1
10197,6826,1
2953,6826,-1
5051,6826,-1
7208,6826,-1
9871,6826,-1
3512,6826,-1
2184,6826,-1
1396,6826,1
11013,7003,0
7003,5101,-1
5589,11484,-1
7832,844,-1
1036,6523,1
572,6523,-1
11880,8585,1
9511,5162,1
4575,558,1
10458,11066,1
1036,6826,1
3463,6826,-1
2093,6826,-1
10537,6826,-1
1036,3799,1
3890,2117,-1
8831,8169,-1
7602,4511,1
4535,11084,1
4535,3435,-1
836,11084,-1
3409,11084,-1
3409,11084,-1
1036,9945,1
8755,2496,1
414,4158,0
2953,675,1
8845,1493,1
1510,5041,-1
6299,5041,-1
675,5041,-1
10272,5041,-1
1491,5041,-1
8084,5041,-1
4496,5041,-1
9346,5041,-1
1510,3633,1
9747,10175,1
288,1407,0
10526,11727,0
4655,9875,0
4292,9875,1
11405,3164,1
3797,3164,1
7445,4292,-1
11337,4178,1
7302,4178,-1
4213,4178,1
11340,4178,-1
8613,10859,-1
318,128,-1
288,6569,-1
11030,5589,1
6694,9530,-1
9511,558,1
558,2207,-1
10849,8833,-1
9396,4410,0
7939,4178,-1
572,3340,-1
6228,1727,1
630,8117,-1
630,7690,0
630,7546,-1
8730,447,1
11337,8181,1
6681,7956,1
10593,9281,1
5366,9281,1
8905,9281,1
5590,9704,1
5590,6648,1
5590,8532,-1
4921,7266,-1
10994,7956,1
2169,10265,-1
5523,6445,-1
5523,2893,-1
1634,4603,1
8796,5805,1
2953,11514,1
11880,7495,0
6775,8164,1
6775,8277,1
9094,5571,-1
10985,8794,-1
10226,8613,-1
6031,10362,1
6031,2461,1
9893,7935,-1
903,558,-1
1357,3407,-1
10362,3407,1
5261,3407,1
3890,3407,1
9602,3407,-1
10985,3407,-1
3097,3568,-1
10985,5257,1
9602,5257,-1
4439,5257,1
6522,5257,1
10689,5257,1
4825,5257,1
1407,5257,0
9891,6829,-1
7531,6829,1
10985,6829,0
2397,6829,1
8268,1036,1
2397,9891,1
10362,9891,1
4690,9891,1
9971,9971,1
11368,9971,-1
6129,9971,1
9747,5808,1
9480,10143,-1
9494,3250,1
496,3250,0
2483,5068,1
10593,4878,0
4997,7135,-1
6027,1293,1
3183,1091,-1
3619,4878,-1
1080,7287,1
1549,10917,1
10329,6526,-1
8277,11044,-1
4263,6594,-1
4101,6594,-1
9281,7056,1
9558,7056,0
3150,7056,1
8905,4136,1
5995,1460,-1
9774,9360,1
3150,9281,-1
8744,10245,1
2340,1716,1
3557,78,1
693,2465,1
288,2465,1
7513,2941,1
7624,2512,-1
11943,1949,1
8663,10900,-1
10900,6133,-1
8663,6133,1
10140,732,1
3618,7973,-1
8803,7577,1
7717,7577,1
212,4159,1
7156,4039,-1
1716,866,1
2780,6594,-1
2401,6594,-1
4136,6526,-1
11943,7373,-1
1949,7373,1
7208,9871,-1
1287,9871,-1
9439,9871,1
5848,9871,1
5051,9871,-1
212,1581,-1
4159,1581,1
10741,6464,1
732,8847,1
10140,8847,0
8084,10854,1
1549,2458,1
1549,2458,1
521,8188,-1
407,1548,-1
621,1548,-1
2041,7897,1
10183,11044,-1
7100,7743,0
7743,7100,1
9707,3183,-1
4075,3183,-1
4895,3183,1
11356,6526,-1
1080,5415,1
2810,4460,0
7586,11802,-1
7623,10329,-1
10276,7462,-1
7586,10276,1
11368,1917,0
10026,10042,1
7208,10791,-1
664,11497,1
2446,2787,1
6775,2787,-1
3212,1897,-1
3212,4750,1
7623,10042,-1
7623,10186,1
9480,8,1
6626,9480,-1
6626,8,-1
3485,8,0
3485,9480,-1
6626,3485,-1
1550,8360,1
11331,8360,1
9704,7821,0
2461,11798,-1
137,7462,-1
1904,189,1
7342,4460,-1
3267,1915,-1
9730,10276,-1
8086,4511,1
7623,11591,-1
8703,7950,-1
11910,11484,-1
4511,3212,1
9283,2873,-1
4997,4088,-1
4997,9871,-1
2811,8965,1
11879,2022,0
9439,4354,1
8104,5383,-1
3619,3604,-1
3229,1293,1
3604,2993,-1
10175,9871,0
6394,2993,-1
10900,11561,1
6133,11561,1
1091,5688,-1
11561,5688,1
11595,11561,-1
2401,1091,-1
8315,1091,1
9707,1091,0
2121,1091,-1
6775,6775,1
1697,6775,0
6031,5430,-1
3890,11369,1
4996,11369,0
2239,11369,0
8354,8919,1
350,8919,1
9547,8919,1
2337,1293,-1
10027,7190,1
11910,4524,1
9457,9734,1
5978,8874,1
2012,5978,-1
8107,5978,-1
7854,4088,1
7854,11044,1
8667,5714,0
7448,4990,-1
7885,4990,-1
1337,2038,-1
7623,1337,-1
558,9494,-1
4997,11044,1
9150,4750,-1
4277,7197,0
7396,9855,-1
5383,7100,-1
4083,7100,-1
8069,3984,1
1525,3984,-1
8069,1525,1
1525,10952,-1
7201,2569,-1
10849,1896,-1
2337,1198,-1
8685,1198,-1
5051,1198,1
6624,7577,1
3382,7577,1
10182,7577,1
6470,7577,1
10571,7577,1
5956,7577,1
2859,7577,1
2277,7577,1
5956,7577,1
2472,9275,0
1291,4410,1
10593,10771,-1
6366,4460,1
769,4460,0
10971,4460,1
8188,558,1
8492,3294,-1
1914,9275,1
11561,9275,1
5688,9275,1
6133,9275,1
5382,8124,1
11464,1540,1
10493,1229,1
9707,466,-1
3818,8975,-1
5451,10414,1
10373,6133,-1
10410,5384,1
7527,7963,1
6665,7609,-1
2492,1272,-1
9898,7190,-1
9898,3935,-1
4750,1943,0
386,3935,1
9875,3935,-1
3935,3935,-1
5383,9150,-1
7567,7380,1
3378,7973,0
903,7257,-1
6780,2973,-1
672,1848,-1
3097,2965,1
6585,11910,1
2184,2586,1
6699,4369,1
1502,3294,0
2953,11464,-1
8595,722,1
1305,4545,1
9579,1525,-1
9558,81,1
11464,3984,0
1848,3726,-1
7344,1183,-1
1183,7045,-1
1183,8257,-1
1743,1183,-1
8974,7421,1
10752,7421,-1
4186,7266,1
5298,7266,-1
1080,7287,1
558,6863,-1
4750,4996,-1
4750,6859,-1
2840,6128,-1
1357,9832,-1
8663,2814,1
4031,2814,1
1549,924,1
1549,4031,1
2333,3726,1
2364,3726,1
2364,3726,1
2108,3726,1
4344,8663,-1
8663,1123,1
1353,8663,-1
1272,2814,1
1272,8663,1
2973,1272,1
10166,3455,1
8974,3455,1
7344,7609,-1
1001,7609,1
7045,7609,-1
3629,7266,-1
4802,9729,0
7527,9729,-1
11910,9139,0
9376,4921,1
7266,11726,1
1528,8942,1
11655,6754,1
2792,7963,1
8663,2401,0
9058,2401,-1
9937,9707,0
5281,9707,1
6522,9707,-1
4603,9937,-1
9937,9937,-1
11928,1404,1
2867,2867,1
10410,5384,1
2401,5384,-1
11306,78,-1
881,6859,-1
1460,11595,1
1553,11595,-1
1812,1460,-1
8086,1460,1
7070,1460,1
597,3406,1
7963,4814,-1
7527,4814,-1
9729,4814,-1
7885,11786,1
6611,4056,-1
4056,568,-1
1142,11957,1
9707,11957,1
9937,11957,-1
3066,4921,1
189,9707,-1
8669,4101,-1
4101,4101,-1
4101,4101,1
8663,4101,1
1066,2845,0
10238,10166,-1
7066,2121,1
2814,2121,-1
5384,1428,1
10663,2038,-1
7623,10375,1
7567,2117,1
7965,1441,-1
7039,11957,1
168,7474,-1
11957,4075,1
9937,4075,0
3839,4075,1
3839,4075,0
9707,4075,1
1832,4075,-1
9937,10900,-1
11595,10900,-1
1441,10900,1
7302,8315,1
2121,8315,-1
2814,8315,-1
5463,10971,-1
5463,9626,-1
9937,8772,1
1272,568,1
568,8772,1
473,675,1
10828,2181,-1
2814,2181,-1
1428,10414,-1
473,8934,1
4263,2780,1
4669,7532,-1
10910,4263,1
4263,4263,1
2814,4263,0
9707,4263,1
1810,12016,-1
10064,4213,1
7973,5383,1
2181,8975,1
6777,10760,-1
10760,5525,1
10760,9971,1
9090,1272,0
2492,9090,-1
9306,8794,-1
1914,4551,1
8663,5225,0
10414,5225,0
8794,5225,1
9707,2231,-1
5384,2231,-1
2181,2231,0
11957,2231,-1
466,1877,-1
8663,466,0
4075,466,-1
5082,7405,-1
2121,9049,-1
4165,9049,1
2121,7929,0
2401,7929,-1
9937,7929,1
10414,2848,1
2780,4165,-1
2814,4165,-1
2181,4165,1
8975,4165,-1
7744,10493,1
9892,11971,1
6008,11971,1
3088,11971,1
11971,3571,1
7347,5334,-1
11595,2992,0
2401,2992,-1
5225,2992,0
4263,2992,-1
12042,2992,-1
4825,11985,-1
11548,11985,1
10447,11985,1
6898,11985,-1
5579,11985,-1
2401,466,1
8315,466,1
1540,675,-1
4110,1337,1
4702,8357,1
8974,8357,-1
10166,8357,-1
2553,8357,1
9892,9526,1
9346,9526,-1
4689,9526,0
2992,11750,1
11595,11750,0
7744,11750,1
10493,11750,1
4551,10493,1
11030,1291,-1
7744,1229,1
11910,2483,1
9937,9049,-1
7623,1491,-1
2255,6859,-1
3636,4461,-1
8124,4461,-1
1762,4461,-1
4895,182,0
5384,4895,1
2121,4895,0
1272,4895,-1
10414,4895,-1
6299,10952,0
11943,6735,1
5383,10166,1
9826,10027,1
9831,5356,-1
5790,6676,-1
2512,6613,1
9895,2302,1
640,10026,1
2093,1251,1
2364,7101,-1
10519,7101,-1
831,1525,1
4687,9094,1
11458,5725,-1
7658,6079,1
4042,675,1
5217,9370,1
7939,4639,1
10064,4258,1
963,7984,1
1480,1337,-1
4422,3785,0
4798,5923,-1
5626,5923,1
7003,6928,-1
9150,3619,1
2888,2429,-1
9733,856,1
5366,1548,-1
5366,9547,-1
10971,82,1
4750,9886,-1
10529,9886,1
2953,9886,1
6928,9886,1
7585,2242,-1
11880,2242,1
558,2242,1
8107,2242,1
5674,2242,-1
10994,2242,-1
8107,2242,0
11013,7415,1
7930,3604,-1
640,3150,0
2255,4878,1
10329,10296,1
11368,2242,1
881,4878,-1
4277,9886,1
5314,350,-1
5314,1548,-1
9547,5314,1
3409,1036,-1
1036,3409,1
11655,10649,1
5463,3309,1
3984,6676,-1
7546,6676,1
3463,6676,1
8069,6676,1
567,664,-1
6031,1328,1
8685,2337,0
10919,386,1
386,7190,1
6522,10874,1
5356,3309,1
7826,6975,1
9747,6975,-1
1498,6975,-1
11343,11343,1
2093,6676,1
6610,6676,-1
6311,6415,1
9747,8765,1
11706,3088,-1
7208,2266,0
9875,3167,1
2543,722,1
7821,1775,-1
2953,845,1
3890,11514,-1
9182,9289,1
2888,850,-1
9747,177,1
11910,9139,1
1510,6170,-1
3362,10166,1
8974,10166,1
1832,10166,-1
3976,10257,1
10257,11455,1
10257,10257,-1
7743,5201,1
8126,5201,1
2657,3826,1
2657,5201,0
5383,5201,1
922,475,1
8107,6735,1
8895,6735,1
11368,6735,1
8205,7911,1
3383,7911,1
11943,7911,1
4603,7911,1
10671,7911,1
10671,7911,1
10671,7911,1
6863,7911,1
7743,7911,1
1943,7911,1
10285,2242,0
8086,10166,1
7818,10166,-1
9768,10166,-1
8086,5328,-1
11880,5328,1
11910,5328,0
11844,4041,1
6007,4041,1
9730,4041,1
6166,496,1
496,496,1
519,6735,-1
1596,6735,1
10952,10778,1
7821,10778,1
4667,3378,-1
2790,5201,-1
9669,9670,-1
3229,9670,1
11356,9670,-1
8467,9670,1
3785,9670,-1
5217,845,1
7515,10027,-1
558,5523,-1
7832,2213,1
7832,12055,1
7388,7832,0
8379,7832,0
2022,10627,0
8455,1903,-1
9686,9002,0
4110,9686,1
1943,3006,1
5383,3006,1
7743,3006,1
6863,3006,1
10157,3006,1
3229,7676,1
4098,9670,-1
2364,9094,1
3066,10839,-1
7743,8507,1
9017,3604,1
5463,9193,1
5883,3699,-1
7743,1251,-1
11368,8415,-1
5217,11044,-1
4639,11044,1
4639,4088,1
4705,10952,0
9983,4088,1
10960,11044,-1
8117,11044,-1
5298,8415,1
5298,8415,1
7703,8415,1
10688,8415,-1
6727,675,-1
11910,11910,-1
1498,11619,0
131,597,-1
9439,10713,1
2953,10960,-1
2953,1251,1
2953,831,1
7563,6662,-1
5298,8666,1
3362,10685,1
8310,7135,1
6256,7135,0
6256,4088,0
7004,6256,1
1658,8415,-1
6140,8415,-1
9457,8415,-1
8107,8415,-1
4277,8415,-1
1460,8415,-1
10911,5463,1
8069,5101,-1
7208,9983,-1
7208,856,-1
7208,4333,0
7208,4354,-1
7208,9027,-1
7208,9426,-1
7208,7135,-1
7208,4088,1
1897,10183,1
1897,8117,-1
1897,6855,1
1897,621,1
1897,2993,1
1897,3604,1
1897,1251,1
4164,3890,0
9704,4675,-1
4603,11823,1
558,1251,-1
7832,675,0
2093,10175,-1
11013,3309,1
1480,8803,1
1480,9768,1
1480,7818,1
2026,5162,-1
2833,7984,1
11910,7984,1
11910,7984,1
2790,3150,-1
4921,3699,0
11880,3699,-1
558,3699,0
11910,3699,-1
11910,3699,-1
11910,3699,-1
4639,3699,-1
5101,3699,-1
11013,3699,-1
2523,3699,-1
6958,3699,-1
8069,3699,-1
9193,3699,-1
10284,3699,-1
9017,3699,-1
6415,3699,-1
597,2077,1
597,2077,1
5463,5101,1
7151,6793,1
9747,3309,1
5366,6928,0
1510,4997,-1
4997,5671,-1
1603,5671,-1
4702,4088,1
558,4088,0
9704,4088,1
5217,4088,-1
8415,8415,-1
6727,1997,-1
6727,10952,-1
7885,4031,-1
7885,924,-1
7342,3699,-1
11306,3699,-1
5589,4186,-1
3309,10175,-1
5590,11616,-1
104,1881,0
104,9875,-1
2553,5994,1
578,5304,1
2888,2888,-1
3735,2302,0
5104,3735,1
141,9193,-1
881,8794,1
7826,7992,1
1920,10329,-1
1920,11518,-1
1920,9591,-1
1920,5080,1
2239,1920,1
3890,1920,1
8058,2873,1
6681,2953,1
5947,8107,0
10935,386,-1
8086,11910,1
8086,11910,-1
8086,11910,1
8871,10329,0
844,4750,1
5382,9139,1
831,8794,1
10952,8794,1
9534,6440,-1
11199,9534,1
7743,9150,-1
11880,9426,1
11880,9983,1
11880,4354,1
11880,4333,1
11798,10134,0
844,2840,1
9558,2512,-1
6694,4472,-1
7965,4472,-1
5956,4472,-1
6433,4472,-1
1634,5535,-1
5535,3699,-1
9017,5535,1
11368,675,1
6958,7984,-1
5366,1251,-1
5438,4029,1
5438,4136,1
5438,3150,1
5438,7495,-1
6775,10671,-1
6775,10671,-1
6445,6849,-1
1441,1416,1
844,10026,1
9017,10529,1
9017,6256,-1
9017,1997,1
9017,1540,1
4110,1125,1
10663,189,1
5383,7956,-1
8086,7956,-1
8415,769,0
9994,6400,1
6742,5523,-1
11771,9139,1
11359,1382,1
881,7495,1
5492,6884,1
5492,7690,1
1441,8507,1
8507,6415,-1
8670,6415,0
8537,6415,1
11928,6415,-1
9017,7135,-1
9017,4088,-1
9017,6855,1
9017,621,1
9017,2993,1
9017,4333,1
9017,9027,-1
9017,3984,1
9017,9426,-1
9017,856,0
9017,10183,1
9017,5088,1
9017,3605,1
9017,4996,1
1441,4029,1
1441,4136,1
11356,1441,-1
8467,1441,-1
1337,7100,-1
558,8507,1
3294,8492,1
11368,3605,1
11368,621,0
11030,7826,-1
4603,7101,1
7648,7101,-1
3211,9336,0
8794,9336,-1
7101,9336,-1
8794,7101,1
11359,3699,-1
525,3699,-1
4661,2845,0
2875,4354,-1
6524,9094,1
5904,9094,1
1441,7984,1
3977,4878,-1
10329,3977,0
5352,1337,1
11407,10329,-1
5382,6742,-1
7001,10183,1
9150,8794,-1
6140,903,1
2953,9370,1
4222,10786,1
11848,369,-1
10952,6763,1
5006,260,-1
2973,9090,1
7266,9603,1
7378,3785,-1
10197,3028,1
2953,9335,1
8489,7676,-1
2953,5064,1
11012,427,1
2875,427,1
9463,427,1
5528,427,1
3010,427,1
141,427,1
5904,427,-1
3463,427,1
2461,427,-1
11013,427,1
6170,427,-1
675,427,-1
10952,427,-1
572,427,1
6077,3277,-1
10491,7493,-1
11493,7493,-1
5207,7493,0
9894,6416,-1
7400,6077,-1
8205,3010,-1
8205,141,-1
4277,675,-1
4277,10952,-1
9426,9983,1
5217,4354,-1
3890,5064,1
6996,475,-1
10362,7499,-1
9704,5848,0
4687,5261,1
8104,5162,-1
299,2117,-1
2117,10138,1
9971,10960,-1
1386,10960,-1
1386,9971,-1
7380,10138,1
407,7380,1
407,10138,1
6887,10138,-1
11798,10138,-1
675,10138,1
6170,7676,1
7676,10650,1
6170,10650,1
407,10650,1
10537,10650,1
214,87,-1
5549,87,-1
10529,87,1
675,87,1
10952,87,1
1997,87,-1
407,87,1
6138,2203,0
3976,5091,-1
8467,5091,1
3578,5091,-1
844,5091,1
6524,9335,1
2279,3388,1
10668,3388,-1
5877,3388,-1
5451,3388,-1
9521,3388,-1
5051,3799,1
675,3799,1
386,3799,1
1914,9988,-1
7676,9988,-1
6027,9988,0
3229,9988,-1
2117,10650,-1
2953,3028,1
10299,3028,-1
10299,3028,-1
10299,3028,-1
1841,3028,-1
10197,453,1
2117,453,-1
1897,222,1
2953,2351,1
5352,2351,-1
6027,9335,1
5051,9335,1
10952,9335,1
2279,9335,1
11030,4103,1
511,1023,1
1687,4997,-1
2203,160,1
6031,3724,1
4103,3735,1
6722,475,-1
2955,6723,1
3212,11313,1
5064,10585,1
6027,10585,1
10585,11553,1
8277,4354,1
6958,3028,1
11274,3785,-1
4750,4029,-1
4750,4136,-1
4750,3150,-1
6958,7927,-1
3340,9193,0
11030,6754,0
8974,11847,-1
1997,10952,-1
407,10952,-1
7266,9603,1
7266,9603,1
7266,9603,1
7266,9603,1
7247,9603,1
1498,9603,1
2340,675,1
11943,831,0
1716,831,1
9826,8475,0
2107,8475,-1
9193,4103,-1
9892,9589,1
6166,9589,1
7286,9589,-1
2108,9425,1
11928,9603,-1
9182,9603,1
2340,1251,-1
4222,1251,0
924,9603,-1
7266,9603,1
7266,9603,1
2446,9603,1
7266,9603,1
159,5006,-1
159,260,-1
283,260,1
283,5006,1
283,159,1
7066,7668,-1
10981,4472,-1
6366,9181,1
9892,496,-1
8126,7518,1
9482,7518,-1
2864,9090,1
407,6763,1
1603,10695,1
3605,10695,1
386,10695,1
7676,10695,1
407,2420,1
961,2420,-1
7965,10519,1
3229,6571,1
11798,6571,-1
4639,6571,1
10197,6571,1
10952,6571,1
3388,6571,-1
6027,1609,1
3735,9983,-1
